amplitude,mean_x,mean_y,sigma_x,sigma_y,filename
3034.089197527232,292.01394797480043,547.4475396290401,12.382751168319745,9.306886804223138,cr1_0001p_00001.cbf
2985.914902586069,292.4275083858898,547.5310430942707,12.480838236923312,9.415134672535597,cr1_0001p_00002.cbf
3087.8359359206497,294.4697356166438,547.5397814691535,12.36134903114868,9.38310574141945,cr1_0001p_00003.cbf
3067.9562533877165,296.95882338600416,547.0648297694163,12.25729446077794,9.451981185881817,cr1_0001p_00004.cbf
3070.6252328828728,296.66354313089147,547.059238890086,12.299041954522831,9.458431945579997,cr1_0001p_00005.cbf
3046.2274340046497,295.3307578184067,547.2930107854212,12.352374524875154,9.501072502419017,cr1_0001p_00006.cbf
2978.528796873625,294.338897337677,547.4651061493963,12.434529151415465,9.566563018473543,cr1_0001p_00007.cbf
2947.8941868602374,294.07989197008345,547.5219824692961,12.411235593217564,9.591332861432758,cr1_0001p_00008.cbf
2909.841364520777,294.83945166054957,547.4682354327671,12.437144221481216,9.62533505062794,cr1_0002p_00001.cbf
2967.3375554214767,294.13734102883785,547.4835628794568,12.401941194369275,9.580579062598657,cr1_0002p_00002.cbf
2898.6347027099537,293.6735699762279,547.4813042789054,12.49874689632114,9.623387776502765,cr1_0002p_00003.cbf
2991.278364922232,293.62211593163727,547.4868362086982,12.41473783312298,9.519262994480307,cr1_0002p_00004.cbf
3020.109444193658,293.6713466991641,547.3789393217282,12.452702266110993,9.518964411051202,cr1_0002p_00005.cbf
2947.3811769738154,293.6359282923765,547.3731755114356,12.493050168214006,9.583181713991758,cr1_0002p_00006.cbf
3010.825245432972,294.1037359052853,547.3848531942094,12.42184443205089,9.541967018868753,cr1_0002p_00007.cbf
2973.4801575187525,294.43207671992565,547.4994880082338,12.445917957620802,9.616673803020197,cr1_0002p_00008.cbf
3013.8295344394055,295.69420688091355,547.3556815228642,12.31333965533864,9.545080256520503,cr1_0003p_00001.cbf
3004.014683378484,294.5325804641373,547.50084199017,12.357246696159853,9.534069752849684,cr1_0003p_00002.cbf
2952.9370624537382,293.57805222492055,547.5264440457044,12.482967428575336,9.58776109044393,cr1_0003p_00003.cbf
2939.1196525023515,293.3660473493327,547.4780299577444,12.538513750071505,9.630075380196528,cr1_0003p_00004.cbf
3163.4491045622394,293.28276244137663,547.3096751571945,12.33954463088143,9.41920409024652,cr1_0003p_00005.cbf
3138.42812535256,292.7168996847128,547.4551741249751,12.321737956639831,9.39304064847061,cr1_0003p_00006.cbf
3101.602819081817,293.06342720582126,547.5280825081293,12.326747273611165,9.444990257169529,cr1_0003p_00007.cbf
3128.1610219252357,294.0454788670845,547.5952044151254,12.238061604022207,9.438102533020789,cr1_0003p_00008.cbf
3133.143526154378,296.1931473282612,547.4281801743361,12.227692397839606,9.466975158058371,cr1_0004p_00001.cbf
3024.8073997436677,294.4985611380818,547.4554736456987,12.330756927246028,9.517343985029237,cr1_0004p_00002.cbf
3052.6408371471334,293.18277702598436,547.4708571102046,12.303408119152381,9.446755519201556,cr1_0004p_00003.cbf
3129.8162987739292,292.3260736786885,547.467487965663,12.258581715758815,9.35711857000678,cr1_0004p_00004.cbf
3186.6263217574,291.7884238912184,547.4911190961543,12.21909019366774,9.286486368850797,cr1_0004p_00005.cbf
3093.495477694333,292.21837659446857,547.4488351346431,12.27747645274834,9.372917208314,cr1_0004p_00006.cbf
3105.404732082231,292.9893794719973,547.4711380188392,12.245098875504967,9.401648509679791,cr1_0004p_00007.cbf
3036.9685145719545,294.1870155814309,547.5070289077448,12.317568730641977,9.515310636725502,cr1_0004p_00008.cbf
3015.848172323133,296.57632043771036,547.275577115958,12.275924358751446,9.548942722677193,cr1_0005p_00001.cbf
3081.760961269383,294.7505675281893,547.4379028142572,12.209317296373028,9.429960394048816,cr1_0005p_00002.cbf
3079.1315521721594,293.6463386783415,547.3707196655521,12.22298092306994,9.40388067353391,cr1_0005p_00003.cbf
