filename,y_min,y_max,x_min,x_max,height,width,size
cr1_0408p_00007.cbf,532,561,287,323,29,36,1044
cr1_0408p_00008.cbf,532,561,286,323,29,37,1073
cr1_0409p_00001.cbf,532,561,287,324,29,37,1073
cr1_0409p_00002.cbf,532,561,287,324,29,37,1073
cr1_0409p_00003.cbf,532,561,286,323,29,37,1073
cr1_0409p_00004.cbf,532,560,287,324,28,37,1036
cr1_0409p_00005.cbf,532,560,287,323,28,36,1008
cr1_0409p_00006.cbf,532,561,287,323,29,36,1044
cr1_0409p_00007.cbf,532,561,287,323,29,36,1044
cr1_0409p_00008.cbf,532,561,287,323,29,36,1044
cr1_0410p_00001.cbf,532,561,287,324,29,37,1073
cr1_0410p_00002.cbf,531,561,287,324,30,37,1110
cr1_0410p_00003.cbf,532,561,287,323,29,36,1044
cr1_0410p_00004.cbf,532,560,288,324,28,36,1008
cr1_0410p_00005.cbf,532,560,287,324,28,37,1036
cr1_0410p_00006.cbf,532,560,288,324,28,36,1008
cr1_0410p_00007.cbf,532,561,287,324,29,37,1073
cr1_0410p_00008.cbf,532,561,286,323,29,37,1073
cr1_0411p_00001.cbf,531,561,287,324,30,37,1110
cr1_0411p_00002.cbf,531,561,287,324,30,37,1110
cr1_0411p_00003.cbf,532,561,286,323,29,37,1073
cr1_0411p_00004.cbf,532,560,288,324,28,36,1008
cr1_0411p_00005.cbf,532,560,288,324,28,36,1008
cr1_0411p_00006.cbf,532,560,288,325,28,37,1036
cr1_0411p_00007.cbf,532,561,288,324,29,36,1044
cr1_0411p_00008.cbf,532,561,286,323,29,37,1073
cr1_0412p_00001.cbf,531,561,287,324,30,37,1110
cr1_0412p_00002.cbf,531,561,287,324,30,37,1110
cr1_0412p_00003.cbf,532,561,287,324,29,37,1073
cr1_0412p_00004.cbf,532,560,288,324,28,36,1008
cr1_0412p_00005.cbf,532,560,288,324,28,36,1008
cr1_0412p_00006.cbf,532,560,288,325,28,37,1036
cr1_0412p_00007.cbf,532,561,288,324,29,36,1044
cr1_0412p_00008.cbf,532,561,286,323,29,37,1073
cr1_0413p_00001.cbf,531,561,287,324,30,37,1110
cr1_0413p_00002.cbf,531,561,287,324,30,37,1110
cr1_0413p_00003.cbf,532,561,287,324,29,37,1073
cr1_0413p_00004.cbf,532,560,288,324,28,36,1008
cr1_0413p_00005.cbf,532,561,288,324,29,36,1044
cr1_0413p_00006.cbf,532,561,289,325,29,36,1044
cr1_0413p_00007.cbf,532,561,288,324,29,36,1044
cr1_0413p_00008.cbf,532,561,287,324,29,37,1073
cr1_0414p_00001.cbf,531,561,287,324,30,37,1110
cr1_0414p_00002.cbf,531,561,287,324,30,37,1110
cr1_0414p_00003.cbf,532,561,286,324,29,38,1102
cr1_0414p_00004.cbf,532,560,288,324,28,36,1008
cr1_0414p_00005.cbf,532,560,288,325,28,37,1036
cr1_0414p_00006.cbf,532,560,289,326,28,37,1036
cr1_0414p_00007.cbf,532,561,288,325,29,37,1073
cr1_0414p_00008.cbf,532,561,287,324,29,37,1073
cr1_0415p_00001.cbf,532,561,287,325,29,38,1102
cr1_0415p_00002.cbf,532,561,287,324,29,37,1073
cr1_0415p_00003.cbf,532,561,287,324,29,37,1073
cr1_0415p_00004.cbf,532,561,288,325,29,37,1073
cr1_0415p_00005.cbf,532,561,289,325,29,36,1044
cr1_0415p_00006.cbf,532,560,290,327,28,37,1036
cr1_0415p_00007.cbf,532,561,288,325,29,37,1073
cr1_0415p_00008.cbf,532,561,287,324,29,37,1073
cr1_0416p_00001.cbf,532,561,287,325,29,38,1102
cr1_0416p_00002.cbf,531,561,287,325,30,38,1140
cr1_0416p_00003.cbf,532,561,287,324,29,37,1073
cr1_0416p_00004.cbf,532,561,288,325,29,37,1073
cr1_0416p_00005.cbf,532,561,288,325,29,37,1073
cr1_0416p_00006.cbf,532,561,289,326,29,37,1073
cr1_0416p_00007.cbf,532,561,288,325,29,37,1073
cr1_0416p_00008.cbf,532,561,287,324,29,37,1073
cr1_0417p_00001.cbf,531,561,287,325,30,38,1140
cr1_0417p_00002.cbf,531,561,287,325,30,38,1140
cr1_0417p_00003.cbf,532,561,287,324,29,37,1073
cr1_0417p_00004.cbf,532,560,288,325,28,37,1036
cr1_0417p_00005.cbf,532,560,288,325,28,37,1036
cr1_0417p_00006.cbf,532,561,289,325,29,36,1044
cr1_0417p_00007.cbf,532,561,288,324,29,36,1044
cr1_0417p_00008.cbf,532,561,287,324,29,37,1073
cr1_0418p_00001.cbf,532,561,287,325,29,38,1102
cr1_0418p_00002.cbf,532,561,287,325,29,38,1102
cr1_0418p_00003.cbf,532,561,287,324,29,37,1073
cr1_0418p_00004.cbf,532,560,288,325,28,37,1036
cr1_0418p_00005.cbf,532,560,288,325,28,37,1036
cr1_0418p_00006.cbf,532,561,289,326,29,37,1073
cr1_0418p_00007.cbf,532,561,289,325,29,36,1044
cr1_0418p_00008.cbf,532,561,287,324,29,37,1073
cr1_0419p_00001.cbf,531,561,288,325,30,37,1110
cr1_0419p_00002.cbf,531,561,288,325,30,37,1110
cr1_0419p_00003.cbf,532,561,287,324,29,37,1073
cr1_0419p_00004.cbf,532,560,287,324,28,37,1036
cr1_0419p_00005.cbf,532,560,289,325,28,36,1008
cr1_0419p_00006.cbf,532,560,290,326,28,36,1008
cr1_0419p_00007.cbf,532,561,289,325,29,36,1044
cr1_0419p_00008.cbf,532,561,287,324,29,37,1073
cr1_0420p_00001.cbf,532,561,288,325,29,37,1073
cr1_0420p_00002.cbf,532,561,288,325,29,37,1073
cr1_0420p_00003.cbf,532,561,287,324,29,37,1073
cr1_0420p_00004.cbf,532,560,288,325,28,37,1036
cr1_0420p_00005.cbf,532,561,289,326,29,37,1073
cr1_0420p_00006.cbf,532,561,289,327,29,38,1102
cr1_0420p_00007.cbf,532,561,289,326,29,37,1073
cr1_0420p_00008.cbf,532,561,287,324,29,37,1073
cr1_0421p_00001.cbf,532,561,288,325,29,37,1073
cr1_0421p_00002.cbf,532,561,288,325,29,37,1073
cr1_0421p_00003.cbf,532,561,287,324,29,37,1073
cr1_0421p_00004.cbf,532,561,289,325,29,36,1044
cr1_0421p_00005.cbf,532,561,290,327,29,37,1073
cr1_0421p_00006.cbf,532,561,289,326,29,37,1073
cr1_0421p_00007.cbf,532,561,289,326,29,37,1073
cr1_0421p_00008.cbf,532,561,288,325,29,37,1073
cr1_0422p_00001.cbf,531,561,288,325,30,37,1110
cr1_0422p_00002.cbf,532,561,288,325,29,37,1073
cr1_0422p_00003.cbf,532,561,288,325,29,37,1073
cr1_0422p_00004.cbf,532,561,289,326,29,37,1073
cr1_0422p_00005.cbf,532,561,289,327,29,38,1102
cr1_0422p_00006.cbf,532,561,288,326,29,38,1102
cr1_0422p_00007.cbf,532,561,288,326,29,38,1102
cr1_0422p_00008.cbf,532,561,288,325,29,37,1073
cr1_0423p_00001.cbf,532,561,288,325,29,37,1073
cr1_0423p_00002.cbf,532,561,288,325,29,37,1073
cr1_0423p_00003.cbf,532,561,288,325,29,37,1073
cr1_0423p_00004.cbf,532,561,289,326,29,37,1073
cr1_0423p_00005.cbf,532,561,289,326,29,37,1073
cr1_0423p_00006.cbf,532,561,288,326,29,38,1102
cr1_0423p_00007.cbf,532,561,288,326,29,38,1102
cr1_0423p_00008.cbf,531,561,287,325,30,38,1140
cr1_0424p_00001.cbf,531,561,288,326,30,38,1140
cr1_0424p_00002.cbf,531,561,288,325,30,37,1110
cr1_0424p_00003.cbf,532,561,287,325,29,38,1102
cr1_0424p_00004.cbf,531,560,289,326,29,37,1073
cr1_0424p_00005.cbf,532,561,289,327,29,38,1102
cr1_0424p_00006.cbf,532,561,288,326,29,38,1102
cr1_0424p_00007.cbf,532,561,288,326,29,38,1102
cr1_0424p_00008.cbf,532,561,287,325,29,38,1102
cr1_0425p_00001.cbf,531,561,288,326,30,38,1140
cr1_0425p_00002.cbf,532,561,288,325,29,37,1073
cr1_0425p_00003.cbf,531,561,288,325,30,37,1110
cr1_0425p_00004.cbf,532,561,289,326,29,37,1073
cr1_0425p_00005.cbf,532,561,289,327,29,38,1102
cr1_0425p_00006.cbf,532,561,288,326,29,38,1102
cr1_0425p_00007.cbf,532,561,288,326,29,38,1102
cr1_0425p_00008.cbf,532,561,287,325,29,38,1102
cr1_0426p_00001.cbf,531,561,288,326,30,38,1140
cr1_0426p_00002.cbf,532,561,288,325,29,37,1073
cr1_0426p_00003.cbf,532,561,288,325,29,37,1073
cr1_0426p_00004.cbf,532,561,288,326,29,38,1102
cr1_0426p_00005.cbf,532,561,289,327,29,38,1102
cr1_0426p_00006.cbf,532,561,287,326,29,39,1131
cr1_0426p_00007.cbf,532,561,288,326,29,38,1102
cr1_0426p_00008.cbf,531,561,287,325,30,38,1140
cr1_0427p_00001.cbf,531,561,288,326,30,38,1140
cr1_0427p_00002.cbf,532,561,288,326,29,38,1102
cr1_0427p_00003.cbf,532,561,288,326,29,38,1102
cr1_0427p_00004.cbf,532,561,288,327,29,39,1131
cr1_0427p_00005.cbf,532,561,288,327,29,39,1131
cr1_0427p_00006.cbf,532,561,286,325,29,39,1131
cr1_0427p_00007.cbf,532,561,287,325,29,38,1102
cr1_0427p_00008.cbf,531,561,287,325,30,38,1140
cr1_0428p_00001.cbf,531,561,288,326,30,38,1140
cr1_0428p_00002.cbf,532,561,288,325,29,37,1073
cr1_0428p_00003.cbf,532,561,288,325,29,37,1073
cr1_0428p_00004.cbf,532,561,288,326,29,38,1102
cr1_0428p_00005.cbf,532,561,285,323,29,38,1102
cr1_0428p_00006.cbf,532,561,284,321,29,37,1073
cr1_0428p_00007.cbf,532,561,284,322,29,38,1102
cr1_0428p_00008.cbf,531,561,285,323,30,38,1140
cr1_0429p_00001.cbf,531,561,287,325,30,38,1140
cr1_0429p_00002.cbf,531,561,287,325,30,38,1140
cr1_0429p_00003.cbf,532,561,287,324,29,37,1073
cr1_0429p_00004.cbf,531,561,286,323,30,37,1110
cr1_0429p_00005.cbf,532,562,284,321,30,37,1110
cr1_0429p_00006.cbf,532,561,282,320,29,38,1102
cr1_0429p_00007.cbf,532,561,283,321,29,38,1102
cr1_0429p_00008.cbf,532,561,284,322,29,38,1102
cr1_0430p_00001.cbf,531,561,287,325,30,38,1140
cr1_0430p_00002.cbf,531,561,287,325,30,38,1140
cr1_0430p_00003.cbf,532,561,286,324,29,38,1102
cr1_0430p_00004.cbf,532,561,286,322,29,36,1044
cr1_0430p_00005.cbf,532,561,284,321,29,37,1073
cr1_0430p_00006.cbf,532,561,283,321,29,38,1102
cr1_0430p_00007.cbf,532,561,284,321,29,37,1073
cr1_0430p_00008.cbf,531,561,285,322,30,37,1110
cr1_0431p_00001.cbf,531,561,287,325,30,38,1140
cr1_0431p_00002.cbf,531,561,287,325,30,38,1140
cr1_0431p_00003.cbf,532,561,287,324,29,37,1073
cr1_0431p_00004.cbf,532,561,286,323,29,37,1073
cr1_0431p_00005.cbf,532,561,284,321,29,37,1073
cr1_0431p_00006.cbf,533,561,283,320,28,37,1036
cr1_0431p_00007.cbf,532,561,284,321,29,37,1073
cr1_0431p_00008.cbf,532,561,285,322,29,37,1073
cr1_0432p_00001.cbf,531,561,288,325,30,37,1110
cr1_0432p_00002.cbf,531,561,288,325,30,37,1110
cr1_0432p_00003.cbf,532,561,288,324,29,36,1044
cr1_0432p_00004.cbf,532,561,286,322,29,36,1044
cr1_0432p_00005.cbf,533,562,282,318,29,36,1044
cr1_0432p_00006.cbf,532,561,283,319,29,36,1044
cr1_0432p_00007.cbf,532,561,285,321,29,36,1044
cr1_0432p_00008.cbf,532,561,286,322,29,36,1044
cr1_0433p_00001.cbf,531,561,288,325,30,37,1110
cr1_0433p_00002.cbf,532,561,288,325,29,37,1073
cr1_0433p_00003.cbf,532,561,288,324,29,36,1044
cr1_0433p_00004.cbf,532,561,286,321,29,35,1015
cr1_0433p_00005.cbf,533,562,282,318,29,36,1044
cr1_0433p_00006.cbf,533,561,283,319,28,36,1008
cr1_0433p_00007.cbf,532,561,284,320,29,36,1044
cr1_0433p_00008.cbf,532,561,285,321,29,36,1044
cr1_0434p_00001.cbf,531,561,289,325,30,36,1080
cr1_0434p_00002.cbf,532,561,288,325,29,37,1073
cr1_0434p_00003.cbf,531,561,288,323,30,35,1050
cr1_0434p_00004.cbf,532,561,285,320,29,35,1015
cr1_0434p_00005.cbf,533,561,281,318,28,37,1036
cr1_0434p_00006.cbf,533,561,283,319,28,36,1008
cr1_0434p_00007.cbf,532,561,284,320,29,36,1044
cr1_0434p_00008.cbf,532,561,285,321,29,36,1044
cr1_0435p_00001.cbf,531,561,288,325,30,37,1110
cr1_0435p_00002.cbf,531,561,288,324,30,36,1080
cr1_0435p_00003.cbf,532,561,287,323,29,36,1044
cr1_0435p_00004.cbf,532,561,284,320,29,36,1044
cr1_0435p_00005.cbf,532,561,283,319,29,36,1044
cr1_0435p_00006.cbf,532,561,284,320,29,36,1044
cr1_0435p_00007.cbf,532,561,284,320,29,36,1044
cr1_0435p_00008.cbf,532,561,284,321,29,37,1073
cr1_0436p_00001.cbf,532,561,288,324,29,36,1044
cr1_0436p_00002.cbf,531,561,288,324,30,36,1080
cr1_0436p_00003.cbf,532,561,287,322,29,35,1015
cr1_0436p_00004.cbf,532,561,285,321,29,36,1044
cr1_0436p_00005.cbf,532,561,285,321,29,36,1044
cr1_0436p_00006.cbf,532,561,284,320,29,36,1044
cr1_0436p_00007.cbf,532,561,285,320,29,35,1015
cr1_0436p_00008.cbf,532,561,285,321,29,36,1044
cr1_0437p_00001.cbf,531,561,288,324,30,36,1080
cr1_0437p_00002.cbf,531,561,287,324,30,37,1110
cr1_0437p_00003.cbf,532,561,286,322,29,36,1044
cr1_0437p_00004.cbf,532,561,285,321,29,36,1044
cr1_0437p_00005.cbf,532,561,285,321,29,36,1044
cr1_0437p_00006.cbf,532,561,285,321,29,36,1044
cr1_0437p_00007.cbf,532,561,286,321,29,35,1015
cr1_0437p_00008.cbf,532,561,285,321,29,36,1044
cr1_0438p_00001.cbf,531,561,287,324,30,37,1110
cr1_0438p_00002.cbf,531,561,287,324,30,37,1110
cr1_0438p_00003.cbf,532,561,286,322,29,36,1044
cr1_0438p_00004.cbf,532,561,285,321,29,36,1044
cr1_0438p_00005.cbf,532,561,285,321,29,36,1044
cr1_0438p_00006.cbf,532,561,286,322,29,36,1044
cr1_0438p_00007.cbf,532,560,286,322,28,36,1008
cr1_0438p_00008.cbf,532,561,286,322,29,36,1044
cr1_0439p_00001.cbf,531,561,288,324,30,36,1080
cr1_0439p_00002.cbf,531,561,287,324,30,37,1110
cr1_0439p_00003.cbf,532,561,286,322,29,36,1044
cr1_0439p_00004.cbf,532,561,285,321,29,36,1044
cr1_0439p_00005.cbf,532,560,286,322,28,36,1008
cr1_0439p_00006.cbf,532,560,286,322,28,36,1008
cr1_0439p_00007.cbf,532,560,287,322,28,35,980
cr1_0439p_00008.cbf,531,560,286,322,29,36,1044
cr1_0440p_00001.cbf,531,561,288,324,30,36,1080
cr1_0440p_00002.cbf,531,560,287,324,29,37,1073
cr1_0440p_00003.cbf,532,561,287,322,29,35,1015
cr1_0440p_00004.cbf,532,561,286,321,29,35,1015
cr1_0440p_00005.cbf,532,560,286,322,28,36,1008
cr1_0440p_00006.cbf,532,560,287,322,28,35,980
cr1_0440p_00007.cbf,532,560,287,322,28,35,980
cr1_0440p_00008.cbf,532,560,286,322,28,36,1008
cr1_0441p_00001.cbf,531,560,288,324,29,36,1044
cr1_0441p_00002.cbf,531,560,288,324,29,36,1044
cr1_0441p_00003.cbf,532,560,287,322,28,35,980
cr1_0441p_00004.cbf,532,561,287,322,29,35,1015
cr1_0441p_00005.cbf,531,560,289,324,29,35,1015
cr1_0441p_00006.cbf,531,560,288,324,29,36,1044
cr1_0441p_00007.cbf,531,560,288,324,29,36,1044
cr1_0441p_00008.cbf,532,560,287,323,28,36,1008
cr1_0442p_00001.cbf,531,560,288,324,29,36,1044
cr1_0442p_00002.cbf,531,560,288,324,29,36,1044
cr1_0442p_00003.cbf,531,560,288,323,29,35,1015
cr1_0442p_00004.cbf,532,560,290,325,28,35,980
cr1_0442p_00005.cbf,532,560,291,326,28,35,980
cr1_0442p_00006.cbf,531,560,288,324,29,36,1044
cr1_0442p_00007.cbf,532,560,288,324,28,36,1008
cr1_0442p_00008.cbf,531,560,287,322,29,35,1015
cr1_0443p_00001.cbf,531,560,288,324,29,36,1044
cr1_0443p_00002.cbf,531,560,288,324,29,36,1044
cr1_0443p_00003.cbf,531,560,289,324,29,35,1015
cr1_0443p_00004.cbf,531,560,289,324,29,35,1015
cr1_0443p_00005.cbf,531,560,290,326,29,36,1044
cr1_0443p_00006.cbf,531,560,289,324,29,35,1015
cr1_0443p_00007.cbf,531,560,288,324,29,36,1044
cr1_0443p_00008.cbf,531,560,287,323,29,36,1044
cr1_0444p_00001.cbf,531,560,288,324,29,36,1044
cr1_0444p_00002.cbf,531,560,288,324,29,36,1044
cr1_0444p_00003.cbf,531,560,289,324,29,35,1015
cr1_0444p_00004.cbf,532,560,289,324,28,35,980
cr1_0444p_00005.cbf,532,560,289,324,28,35,980
cr1_0444p_00006.cbf,532,560,288,323,28,35,980
cr1_0444p_00007.cbf,532,560,287,323,28,36,1008
cr1_0444p_00008.cbf,531,560,286,322,29,36,1044
cr1_0445p_00001.cbf,531,560,287,324,29,37,1073
cr1_0445p_00002.cbf,531,560,288,324,29,36,1044
cr1_0445p_00003.cbf,531,560,288,323,29,35,1015
cr1_0445p_00004.cbf,531,560,288,323,29,35,1015
cr1_0445p_00005.cbf,532,560,288,323,28,35,980
cr1_0445p_00006.cbf,532,560,287,322,28,35,980
cr1_0445p_00007.cbf,532,560,287,322,28,35,980
cr1_0445p_00008.cbf,531,560,286,322,29,36,1044
cr1_0446p_00001.cbf,531,560,287,324,29,37,1073
cr1_0446p_00002.cbf,531,560,288,324,29,36,1044
cr1_0446p_00003.cbf,532,560,287,323,28,36,1008
cr1_0446p_00004.cbf,532,560,287,322,28,35,980
cr1_0446p_00005.cbf,532,560,287,322,28,35,980
cr1_0446p_00006.cbf,532,560,287,322,28,35,980
cr1_0446p_00007.cbf,532,560,287,322,28,35,980
cr1_0446p_00008.cbf,531,560,286,322,29,36,1044
cr1_0447p_00001.cbf,531,560,288,324,29,36,1044
cr1_0447p_00002.cbf,531,560,288,324,29,36,1044
cr1_0447p_00003.cbf,531,560,287,322,29,35,1015
cr1_0447p_00004.cbf,532,560,287,322,28,35,980
cr1_0447p_00005.cbf,532,560,287,322,28,35,980
cr1_0447p_00006.cbf,532,560,287,322,28,35,980
cr1_0447p_00007.cbf,532,560,287,323,28,36,1008
cr1_0447p_00008.cbf,531,560,286,322,29,36,1044
cr1_0448p_00001.cbf,531,560,288,324,29,36,1044
cr1_0448p_00002.cbf,531,560,288,324,29,36,1044
cr1_0448p_00003.cbf,532,560,287,322,28,35,980
cr1_0448p_00004.cbf,532,560,287,322,28,35,980
cr1_0448p_00005.cbf,532,560,287,322,28,35,980
cr1_0448p_00006.cbf,532,560,287,322,28,35,980
cr1_0448p_00007.cbf,531,560,287,322,29,35,1015
cr1_0448p_00008.cbf,531,560,286,322,29,36,1044
cr1_0449p_00001.cbf,531,560,288,324,29,36,1044
cr1_0449p_00002.cbf,531,560,288,324,29,36,1044
cr1_0449p_00003.cbf,532,560,288,323,28,35,980
cr1_0449p_00004.cbf,532,560,288,322,28,34,952
cr1_0449p_00005.cbf,532,560,289,324,28,35,980
cr1_0449p_00006.cbf,532,560,289,324,28,35,980
cr1_0449p_00007.cbf,532,560,288,324,28,36,1008
cr1_0449p_00008.cbf,531,560,287,323,29,36,1044
cr1_0450p_00001.cbf,531,560,288,324,29,36,1044
cr1_0450p_00002.cbf,531,560,288,324,29,36,1044
cr1_0450p_00003.cbf,532,560,288,323,28,35,980
cr1_0450p_00004.cbf,532,560,290,325,28,35,980
cr1_0450p_00005.cbf,531,560,292,327,29,35,1015
cr1_0450p_00006.cbf,531,560,291,326,29,35,1015
cr1_0450p_00007.cbf,531,560,290,325,29,35,1015
cr1_0450p_00008.cbf,531,560,288,324,29,36,1044
cr1_0451p_00001.cbf,531,560,288,324,29,36,1044
cr1_0451p_00002.cbf,531,560,288,324,29,36,1044
cr1_0451p_00003.cbf,531,560,289,324,29,35,1015
cr1_0451p_00004.cbf,531,560,290,325,29,35,1015
cr1_0451p_00005.cbf,531,560,292,327,29,35,1015
cr1_0451p_00006.cbf,531,560,290,326,29,36,1044
cr1_0451p_00007.cbf,531,560,289,325,29,36,1044
cr1_0451p_00008.cbf,531,560,287,323,29,36,1044
cr1_0452p_00001.cbf,531,560,288,324,29,36,1044
cr1_0452p_00002.cbf,531,560,288,324,29,36,1044
cr1_0452p_00003.cbf,532,560,288,324,28,36,1008
cr1_0452p_00004.cbf,532,560,289,325,28,36,1008
cr1_0452p_00005.cbf,531,560,291,327,29,36,1044
cr1_0452p_00006.cbf,532,560,289,325,28,36,1008
cr1_0452p_00007.cbf,532,560,288,324,28,36,1008
cr1_0452p_00008.cbf,531,560,287,323,29,36,1044
cr1_0453p_00001.cbf,531,560,288,324,29,36,1044
cr1_0453p_00002.cbf,531,560,288,324,29,36,1044
cr1_0453p_00003.cbf,532,560,288,323,28,35,980
cr1_0453p_00004.cbf,531,560,289,325,29,36,1044
cr1_0453p_00005.cbf,532,560,291,327,28,36,1008
cr1_0453p_00006.cbf,532,560,289,325,28,36,1008
cr1_0453p_00007.cbf,532,560,289,324,28,35,980
cr1_0453p_00008.cbf,531,560,287,323,29,36,1044
cr1_0454p_00001.cbf,531,560,288,324,29,36,1044
cr1_0454p_00002.cbf,531,560,288,324,29,36,1044
cr1_0454p_00003.cbf,532,560,288,324,28,36,1008
cr1_0454p_00004.cbf,531,560,290,326,29,36,1044
cr1_0454p_00005.cbf,531,560,291,327,29,36,1044
cr1_0454p_00006.cbf,532,560,290,326,28,36,1008
cr1_0454p_00007.cbf,531,560,288,325,29,37,1073
cr1_0454p_00008.cbf,531,560,286,323,29,37,1073
cr1_0455p_00001.cbf,531,560,288,324,29,36,1044
cr1_0455p_00002.cbf,531,560,287,324,29,37,1073
cr1_0455p_00003.cbf,531,560,287,324,29,37,1073
cr1_0455p_00004.cbf,532,560,289,325,28,36,1008
cr1_0455p_00005.cbf,531,560,291,327,29,36,1044
cr1_0455p_00006.cbf,531,560,289,325,29,36,1044
cr1_0455p_00007.cbf,531,560,287,323,29,36,1044
cr1_0455p_00008.cbf,532,560,286,322,28,36,1008
cr1_0456p_00001.cbf,531,559,287,324,28,37,1036
cr1_0456p_00002.cbf,531,559,287,323,28,36,1008
cr1_0456p_00003.cbf,531,560,287,323,29,36,1044
cr1_0456p_00004.cbf,532,560,287,324,28,37,1036
cr1_0456p_00005.cbf,531,560,289,325,29,36,1044
cr1_0456p_00006.cbf,531,560,287,324,29,37,1073
cr1_0456p_00007.cbf,531,560,287,323,29,36,1044
cr1_0456p_00008.cbf,531,560,286,323,29,37,1073
cr1_0457p_00001.cbf,531,560,288,324,29,36,1044
cr1_0457p_00002.cbf,531,560,287,324,29,37,1073
cr1_0457p_00003.cbf,532,560,286,323,28,37,1036
cr1_0457p_00004.cbf,532,560,286,323,28,37,1036
cr1_0457p_00005.cbf,532,560,288,325,28,37,1036
cr1_0457p_00006.cbf,532,560,288,324,28,36,1008
cr1_0457p_00007.cbf,532,560,287,324,28,37,1036
cr1_0457p_00008.cbf,532,560,287,323,28,36,1008
cr1_0458p_00001.cbf,531,560,288,324,29,36,1044
cr1_0458p_00002.cbf,531,560,288,324,29,36,1044
cr1_0458p_00003.cbf,532,560,287,323,28,36,1008
cr1_0458p_00004.cbf,532,560,287,324,28,37,1036
cr1_0458p_00005.cbf,532,560,290,326,28,36,1008
cr1_0458p_00006.cbf,532,560,289,325,28,36,1008
cr1_0458p_00007.cbf,532,560,288,324,28,36,1008
cr1_0458p_00008.cbf,531,560,286,323,29,37,1073
cr1_0459p_00001.cbf,531,560,288,325,29,37,1073
cr1_0459p_00002.cbf,531,559,288,324,28,36,1008
cr1_0459p_00003.cbf,531,560,288,323,29,35,1015
cr1_0459p_00004.cbf,532,559,288,324,27,36,972
cr1_0459p_00005.cbf,532,560,290,325,28,35,980
cr1_0459p_00006.cbf,532,560,289,325,28,36,1008
cr1_0459p_00007.cbf,531,560,288,324,29,36,1044
cr1_0459p_00008.cbf,531,560,286,323,29,37,1073
cr1_0460p_00001.cbf,531,560,288,324,29,36,1044
cr1_0460p_00002.cbf,531,560,288,323,29,35,1015
cr1_0460p_00003.cbf,531,559,288,323,28,35,980
cr1_0460p_00004.cbf,532,559,288,324,27,36,972
cr1_0460p_00005.cbf,532,559,288,325,27,37,999
cr1_0460p_00006.cbf,532,560,287,323,28,36,1008
cr1_0460p_00007.cbf,531,559,287,323,28,36,1008
cr1_0460p_00008.cbf,531,560,286,322,29,36,1044
cr1_0461p_00001.cbf,531,560,288,324,29,36,1044
cr1_0461p_00002.cbf,531,560,287,323,29,36,1044
cr1_0461p_00003.cbf,531,560,287,322,29,35,1015
cr1_0461p_00004.cbf,532,559,286,322,27,36,972
cr1_0461p_00005.cbf,532,559,288,324,27,36,972
cr1_0461p_00006.cbf,532,560,287,323,28,36,1008
cr1_0461p_00007.cbf,531,559,287,323,28,36,1008
cr1_0461p_00008.cbf,531,560,287,322,29,35,1015
cr1_0462p_00001.cbf,531,560,288,324,29,36,1044
cr1_0462p_00002.cbf,531,560,287,323,29,36,1044
cr1_0462p_00003.cbf,532,559,287,322,27,35,945
cr1_0462p_00004.cbf,532,559,286,322,27,36,972
cr1_0462p_00005.cbf,532,559,287,324,27,37,999
cr1_0462p_00006.cbf,531,559,288,324,28,36,1008
cr1_0462p_00007.cbf,531,559,288,324,28,36,1008
cr1_0462p_00008.cbf,531,560,287,323,29,36,1044
cr1_0463p_00001.cbf,531,560,288,324,29,36,1044
cr1_0463p_00002.cbf,531,560,287,324,29,37,1073
cr1_0463p_00003.cbf,531,559,287,322,28,35,980
cr1_0463p_00004.cbf,532,559,287,323,27,36,972
cr1_0463p_00005.cbf,532,559,289,325,27,36,972
cr1_0463p_00006.cbf,532,559,288,324,27,36,972
cr1_0463p_00007.cbf,532,559,288,324,27,36,972
cr1_0463p_00008.cbf,531,560,287,322,29,35,1015
cr1_0464p_00001.cbf,531,560,288,324,29,36,1044
cr1_0464p_00002.cbf,531,560,288,324,29,36,1044
cr1_0464p_00003.cbf,532,560,287,323,28,36,1008
cr1_0464p_00004.cbf,532,560,287,323,28,36,1008
cr1_0464p_00005.cbf,532,559,290,326,27,36,972
cr1_0464p_00006.cbf,532,559,288,324,27,36,972
cr1_0464p_00007.cbf,532,559,287,323,27,36,972
cr1_0464p_00008.cbf,532,560,285,321,28,36,1008
cr1_0465p_00001.cbf,531,560,288,324,29,36,1044
cr1_0465p_00002.cbf,531,560,288,324,29,36,1044
cr1_0465p_00003.cbf,531,559,288,323,28,35,980
cr1_0465p_00004.cbf,531,559,287,322,28,35,980
cr1_0465p_00005.cbf,531,559,288,324,28,36,1008
cr1_0465p_00006.cbf,532,559,287,323,27,36,972
cr1_0465p_00007.cbf,532,559,287,323,27,36,972
cr1_0465p_00008.cbf,532,560,285,321,28,36,1008
cr1_0466p_00001.cbf,531,560,287,324,29,37,1073
cr1_0466p_00002.cbf,531,560,288,324,29,36,1044
cr1_0466p_00003.cbf,531,559,287,323,28,36,1008
cr1_0466p_00004.cbf,532,559,288,323,27,35,945
cr1_0466p_00005.cbf,532,559,288,324,27,36,972
cr1_0466p_00006.cbf,531,560,287,323,29,36,1044
cr1_0466p_00007.cbf,531,560,287,323,29,36,1044
cr1_0466p_00008.cbf,532,560,285,321,28,36,1008
cr1_0467p_00001.cbf,531,560,287,324,29,37,1073
