filename,y_min,y_max,x_min,x_max,height,width,size
cr1_1057p_00002.cbf,531,559,284,324,28,40,1120
cr1_1057p_00003.cbf,530,559,284,324,29,40,1160
cr1_1057p_00004.cbf,530,558,284,325,28,41,1148
cr1_1057p_00005.cbf,530,557,284,323,27,39,1053
cr1_1057p_00006.cbf,531,557,284,324,26,40,1040
cr1_1057p_00007.cbf,530,558,284,324,28,40,1120
cr1_1057p_00008.cbf,531,559,284,323,28,39,1092
cr1_1058p_00001.cbf,531,560,284,323,29,39,1131
cr1_1058p_00002.cbf,530,559,285,324,29,39,1131
cr1_1058p_00003.cbf,531,558,285,325,27,40,1080
cr1_1058p_00004.cbf,530,557,285,325,27,40,1080
cr1_1058p_00005.cbf,530,557,284,325,27,41,1107
cr1_1058p_00006.cbf,530,557,284,324,27,40,1080
cr1_1058p_00007.cbf,530,558,284,323,28,39,1092
cr1_1058p_00008.cbf,530,559,284,323,29,39,1131
cr1_1059p_00001.cbf,531,559,284,324,28,40,1120
cr1_1059p_00002.cbf,531,559,285,325,28,40,1120
cr1_1059p_00003.cbf,530,559,285,324,29,39,1131
cr1_1059p_00004.cbf,531,557,284,325,26,41,1066
cr1_1059p_00005.cbf,530,558,284,325,28,41,1148
cr1_1059p_00006.cbf,530,557,284,324,27,40,1080
cr1_1059p_00007.cbf,530,558,284,324,28,40,1120
cr1_1059p_00008.cbf,531,559,284,323,28,39,1092
cr1_1060p_00001.cbf,531,559,284,324,28,40,1120
cr1_1060p_00002.cbf,531,559,285,324,28,39,1092
cr1_1060p_00003.cbf,530,559,285,325,29,40,1160
cr1_1060p_00004.cbf,530,558,284,325,28,41,1148
cr1_1060p_00005.cbf,530,557,284,324,27,40,1080
cr1_1060p_00006.cbf,530,558,284,323,28,39,1092
cr1_1060p_00007.cbf,530,558,284,324,28,40,1120
cr1_1060p_00008.cbf,531,559,284,323,28,39,1092
cr1_1061p_00001.cbf,530,559,284,324,29,40,1160
cr1_1061p_00002.cbf,530,559,285,324,29,39,1131
cr1_1061p_00003.cbf,530,559,285,324,29,39,1131
cr1_1061p_00004.cbf,530,558,284,324,28,40,1120
cr1_1061p_00005.cbf,530,558,284,324,28,40,1120
cr1_1061p_00006.cbf,530,558,284,324,28,40,1120
cr1_1061p_00007.cbf,530,558,284,324,28,40,1120
cr1_1061p_00008.cbf,531,559,284,324,28,40,1120
cr1_1062p_00001.cbf,530,559,284,324,29,40,1160
cr1_1062p_00002.cbf,531,559,285,324,28,39,1092
cr1_1062p_00003.cbf,530,559,285,324,29,39,1131
cr1_1062p_00004.cbf,531,558,284,325,27,41,1107
cr1_1062p_00005.cbf,530,558,284,324,28,40,1120
cr1_1062p_00006.cbf,530,558,284,324,28,40,1120
cr1_1062p_00007.cbf,530,558,284,324,28,40,1120
cr1_1062p_00008.cbf,531,559,284,323,28,39,1092
cr1_1063p_00001.cbf,531,559,285,324,28,39,1092
cr1_1063p_00002.cbf,531,559,285,325,28,40,1120
cr1_1063p_00003.cbf,530,559,285,325,29,40,1160
cr1_1063p_00004.cbf,530,558,284,324,28,40,1120
cr1_1063p_00005.cbf,530,557,284,324,27,40,1080
cr1_1063p_00006.cbf,530,558,283,324,28,41,1148
cr1_1063p_00007.cbf,531,558,284,324,27,40,1080
cr1_1063p_00008.cbf,530,559,284,323,29,39,1131
cr1_1064p_00001.cbf,531,559,284,324,28,40,1120
cr1_1064p_00002.cbf,531,559,285,324,28,39,1092
cr1_1064p_00003.cbf,530,559,285,324,29,39,1131
cr1_1064p_00004.cbf,531,558,284,324,27,40,1080
cr1_1064p_00005.cbf,530,557,283,324,27,41,1107
cr1_1064p_00006.cbf,530,557,284,324,27,40,1080
cr1_1064p_00007.cbf,530,558,284,324,28,40,1120
cr1_1064p_00008.cbf,531,559,284,323,28,39,1092
cr1_1065p_00001.cbf,531,559,284,324,28,40,1120
cr1_1065p_00002.cbf,530,559,285,324,29,39,1131
cr1_1065p_00003.cbf,530,559,284,324,29,40,1160
cr1_1065p_00004.cbf,531,558,284,324,27,40,1080
cr1_1065p_00005.cbf,530,558,284,325,28,41,1148
cr1_1065p_00006.cbf,530,558,284,324,28,40,1120
cr1_1065p_00007.cbf,530,558,284,324,28,40,1120
cr1_1065p_00008.cbf,531,559,284,324,28,40,1120
cr1_1066p_00001.cbf,531,559,285,324,28,39,1092
cr1_1066p_00002.cbf,530,559,285,324,29,39,1131
cr1_1066p_00003.cbf,531,559,285,324,28,39,1092
cr1_1066p_00004.cbf,530,558,284,324,28,40,1120
cr1_1066p_00005.cbf,530,557,284,325,27,41,1107
cr1_1066p_00006.cbf,531,558,284,324,27,40,1080
cr1_1066p_00007.cbf,530,558,284,324,28,40,1120
cr1_1066p_00008.cbf,531,559,285,324,28,39,1092
cr1_1067p_00001.cbf,530,560,285,324,30,39,1170
cr1_1067p_00002.cbf,530,559,285,325,29,40,1160
cr1_1067p_00003.cbf,531,559,285,325,28,40,1120
cr1_1067p_00004.cbf,531,558,284,324,27,40,1080
cr1_1067p_00005.cbf,530,557,284,325,27,41,1107
cr1_1067p_00006.cbf,531,558,284,324,27,40,1080
cr1_1067p_00007.cbf,531,558,284,324,27,40,1080
cr1_1067p_00008.cbf,530,559,284,323,29,39,1131
cr1_1068p_00001.cbf,531,559,285,324,28,39,1092
cr1_1068p_00002.cbf,531,559,285,324,28,39,1092
cr1_1068p_00003.cbf,530,559,284,324,29,40,1160
cr1_1068p_00004.cbf,531,558,284,324,27,40,1080
cr1_1068p_00005.cbf,530,557,284,325,27,41,1107
cr1_1068p_00006.cbf,530,558,284,324,28,40,1120
cr1_1068p_00007.cbf,530,558,284,324,28,40,1120
cr1_1068p_00008.cbf,530,559,284,324,29,40,1160
cr1_1069p_00001.cbf,531,560,285,324,29,39,1131
cr1_1069p_00002.cbf,531,559,285,324,28,39,1092
cr1_1069p_00003.cbf,530,559,285,325,29,40,1160
cr1_1069p_00004.cbf,530,558,284,324,28,40,1120
cr1_1069p_00005.cbf,530,557,284,325,27,41,1107
cr1_1069p_00006.cbf,530,558,284,325,28,41,1148
cr1_1069p_00007.cbf,531,558,284,324,27,40,1080
cr1_1069p_00008.cbf,531,559,284,324,28,40,1120
cr1_1070p_00001.cbf,531,560,285,324,29,39,1131
cr1_1070p_00002.cbf,531,559,285,324,28,39,1092
cr1_1070p_00003.cbf,530,559,285,324,29,39,1131
cr1_1070p_00004.cbf,531,558,284,324,27,40,1080
cr1_1070p_00005.cbf,531,557,284,324,26,40,1040
cr1_1070p_00006.cbf,531,558,284,324,27,40,1080
cr1_1070p_00007.cbf,531,558,284,324,27,40,1080
cr1_1070p_00008.cbf,531,559,284,323,28,39,1092
cr1_1071p_00001.cbf,531,560,285,323,29,38,1102
cr1_1071p_00002.cbf,531,559,285,324,28,39,1092
cr1_1071p_00003.cbf,530,559,284,324,29,40,1160
cr1_1071p_00004.cbf,531,559,284,323,28,39,1092
cr1_1071p_00005.cbf,530,557,284,324,27,40,1080
cr1_1071p_00006.cbf,531,558,284,324,27,40,1080
cr1_1071p_00007.cbf,531,558,284,324,27,40,1080
cr1_1071p_00008.cbf,530,559,284,323,29,39,1131
cr1_1072p_00001.cbf,531,560,285,323,29,38,1102
cr1_1072p_00002.cbf,531,559,285,324,28,39,1092
cr1_1072p_00003.cbf,531,559,285,324,28,39,1092
cr1_1072p_00004.cbf,531,559,284,323,28,39,1092
cr1_1072p_00005.cbf,530,557,284,324,27,40,1080
cr1_1072p_00006.cbf,530,558,284,324,28,40,1120
cr1_1072p_00007.cbf,530,559,284,323,29,39,1131
cr1_1072p_00008.cbf,531,559,284,323,28,39,1092
cr1_1073p_00001.cbf,531,559,285,323,28,38,1064
cr1_1073p_00002.cbf,531,559,285,324,28,39,1092
cr1_1073p_00003.cbf,530,559,285,324,29,39,1131
cr1_1073p_00004.cbf,531,559,284,323,28,39,1092
cr1_1073p_00005.cbf,530,558,283,324,28,41,1148
cr1_1073p_00006.cbf,530,558,284,324,28,40,1120
cr1_1073p_00007.cbf,531,558,284,323,27,39,1053
cr1_1073p_00008.cbf,530,559,284,323,29,39,1131
cr1_1074p_00001.cbf,531,560,285,324,29,39,1131
cr1_1074p_00002.cbf,531,559,285,324,28,39,1092
cr1_1074p_00003.cbf,531,559,285,324,28,39,1092
cr1_1074p_00004.cbf,531,558,284,324,27,40,1080
cr1_1074p_00005.cbf,530,558,283,324,28,41,1148
cr1_1074p_00006.cbf,530,558,283,323,28,40,1120
cr1_1074p_00007.cbf,530,559,284,323,29,39,1131
cr1_1074p_00008.cbf,530,559,284,323,29,39,1131
cr1_1075p_00001.cbf,530,559,284,324,29,40,1160
cr1_1075p_00002.cbf,530,559,285,324,29,39,1131
cr1_1075p_00003.cbf,530,559,284,324,29,40,1160
cr1_1075p_00004.cbf,530,559,284,323,29,39,1131
cr1_1075p_00005.cbf,530,558,283,324,28,41,1148
cr1_1075p_00006.cbf,530,558,283,324,28,41,1148
cr1_1075p_00007.cbf,531,559,284,324,28,40,1120
cr1_1075p_00008.cbf,531,559,284,323,28,39,1092
cr1_1076p_00001.cbf,530,559,284,324,29,40,1160
cr1_1076p_00002.cbf,530,559,285,324,29,39,1131
cr1_1076p_00003.cbf,530,559,285,324,29,39,1131
cr1_1076p_00004.cbf,530,558,284,324,28,40,1120
cr1_1076p_00005.cbf,530,557,283,324,27,41,1107
cr1_1076p_00006.cbf,530,558,284,323,28,39,1092
cr1_1076p_00007.cbf,530,558,284,324,28,40,1120
cr1_1076p_00008.cbf,530,559,284,324,29,40,1160
cr1_1077p_00001.cbf,530,559,284,324,29,40,1160
cr1_1077p_00002.cbf,530,559,285,324,29,39,1131
cr1_1077p_00003.cbf,530,559,285,324,29,39,1131
cr1_1077p_00004.cbf,530,558,284,324,28,40,1120
cr1_1077p_00005.cbf,530,557,283,325,27,42,1134
cr1_1077p_00006.cbf,530,558,283,323,28,40,1120
cr1_1077p_00007.cbf,530,558,284,324,28,40,1120
cr1_1077p_00008.cbf,530,559,284,324,29,40,1160
cr1_1078p_00001.cbf,530,559,284,324,29,40,1160
cr1_1078p_00002.cbf,530,559,285,324,29,39,1131
cr1_1078p_00003.cbf,530,559,285,324,29,39,1131
cr1_1078p_00004.cbf,530,558,284,324,28,40,1120
cr1_1078p_00005.cbf,530,557,282,324,27,42,1134
cr1_1078p_00006.cbf,530,558,284,324,28,40,1120
cr1_1078p_00007.cbf,530,558,284,324,28,40,1120
cr1_1078p_00008.cbf,530,559,284,324,29,40,1160
cr1_1079p_00001.cbf,530,559,285,324,29,39,1131
cr1_1079p_00002.cbf,530,559,285,324,29,39,1131
cr1_1079p_00003.cbf,530,559,284,324,29,40,1160
cr1_1079p_00004.cbf,530,558,284,324,28,40,1120
cr1_1079p_00005.cbf,530,557,284,324,27,40,1080
cr1_1079p_00006.cbf,530,558,284,323,28,39,1092
cr1_1079p_00007.cbf,530,558,284,323,28,39,1092
cr1_1079p_00008.cbf,530,559,284,323,29,39,1131
cr1_1080p_00001.cbf,531,559,285,324,28,39,1092
cr1_1080p_00002.cbf,530,559,285,324,29,39,1131
cr1_1080p_00003.cbf,530,558,284,324,28,40,1120
cr1_1080p_00004.cbf,530,558,283,323,28,40,1120
cr1_1080p_00005.cbf,530,557,283,324,27,41,1107
cr1_1080p_00006.cbf,530,558,284,323,28,39,1092
cr1_1080p_00007.cbf,530,558,284,323,28,39,1092
cr1_1080p_00008.cbf,530,559,284,323,29,39,1131
cr1_1081p_00001.cbf,531,559,285,324,28,39,1092
cr1_1081p_00002.cbf,530,559,285,324,29,39,1131
cr1_1081p_00003.cbf,530,558,285,324,28,39,1092
cr1_1081p_00004.cbf,530,558,284,324,28,40,1120
cr1_1081p_00005.cbf,530,557,284,324,27,40,1080
cr1_1081p_00006.cbf,530,558,284,323,28,39,1092
cr1_1081p_00007.cbf,530,558,284,324,28,40,1120
cr1_1081p_00008.cbf,531,559,284,323,28,39,1092
cr1_1082p_00001.cbf,531,559,285,324,28,39,1092
cr1_1082p_00002.cbf,531,559,285,324,28,39,1092
cr1_1082p_00003.cbf,530,559,285,324,29,39,1131
cr1_1082p_00004.cbf,530,558,284,324,28,40,1120
cr1_1082p_00005.cbf,530,557,284,324,27,40,1080
cr1_1082p_00006.cbf,530,558,284,323,28,39,1092
cr1_1082p_00007.cbf,530,558,284,323,28,39,1092
cr1_1082p_00008.cbf,530,559,284,323,29,39,1131
cr1_1083p_00001.cbf,530,559,285,323,29,38,1102
cr1_1083p_00002.cbf,530,559,285,324,29,39,1131
cr1_1083p_00003.cbf,530,558,285,324,28,39,1092
cr1_1083p_00004.cbf,530,558,284,324,28,40,1120
cr1_1083p_00005.cbf,530,557,284,324,27,40,1080
cr1_1083p_00006.cbf,530,558,284,323,28,39,1092
cr1_1083p_00007.cbf,531,558,284,323,27,39,1053
cr1_1083p_00008.cbf,530,559,284,323,29,39,1131
cr1_1084p_00001.cbf,530,559,285,324,29,39,1131
cr1_1084p_00002.cbf,530,559,285,324,29,39,1131
cr1_1084p_00003.cbf,530,558,285,324,28,39,1092
cr1_1084p_00004.cbf,530,558,284,323,28,39,1092
cr1_1084p_00005.cbf,530,557,284,324,27,40,1080
cr1_1084p_00006.cbf,530,557,284,323,27,39,1053
cr1_1084p_00007.cbf,530,558,284,323,28,39,1092
cr1_1084p_00008.cbf,530,559,284,323,29,39,1131
cr1_1085p_00001.cbf,531,559,284,323,28,39,1092
cr1_1085p_00002.cbf,531,559,285,324,28,39,1092
cr1_1085p_00003.cbf,530,558,285,324,28,39,1092
cr1_1085p_00004.cbf,530,558,284,323,28,39,1092
cr1_1085p_00005.cbf,530,557,284,324,27,40,1080
cr1_1085p_00006.cbf,530,558,283,323,28,40,1120
cr1_1085p_00007.cbf,530,558,284,323,28,39,1092
cr1_1085p_00008.cbf,531,559,284,323,28,39,1092
cr1_1086p_00001.cbf,530,559,284,324,29,40,1160
cr1_1086p_00002.cbf,531,559,285,324,28,39,1092
cr1_1086p_00003.cbf,531,558,285,324,27,39,1053
cr1_1086p_00004.cbf,530,558,284,323,28,39,1092
cr1_1086p_00005.cbf,530,557,284,324,27,40,1080
cr1_1086p_00006.cbf,531,558,284,323,27,39,1053
cr1_1086p_00007.cbf,531,558,284,323,27,39,1053
cr1_1086p_00008.cbf,530,559,284,323,29,39,1131
cr1_1087p_00001.cbf,530,559,285,323,29,38,1102
cr1_1087p_00002.cbf,530,559,285,324,29,39,1131
cr1_1087p_00003.cbf,531,558,285,324,27,39,1053
cr1_1087p_00004.cbf,530,558,284,324,28,40,1120
cr1_1087p_00005.cbf,530,557,284,324,27,40,1080
cr1_1087p_00006.cbf,530,557,284,323,27,39,1053
cr1_1087p_00007.cbf,531,558,284,323,27,39,1053
cr1_1087p_00008.cbf,531,559,284,323,28,39,1092
cr1_1088p_00001.cbf,530,559,285,323,29,38,1102
cr1_1088p_00002.cbf,531,559,285,324,28,39,1092
cr1_1088p_00003.cbf,530,559,285,324,29,39,1131
cr1_1088p_00004.cbf,531,558,283,323,27,40,1080
cr1_1088p_00005.cbf,530,557,284,324,27,40,1080
cr1_1088p_00006.cbf,531,558,284,322,27,38,1026
cr1_1088p_00007.cbf,530,558,284,323,28,39,1092
cr1_1088p_00008.cbf,531,559,284,323,28,39,1092
cr1_1089p_00001.cbf,531,559,285,323,28,38,1064
cr1_1089p_00002.cbf,531,559,285,324,28,39,1092
cr1_1089p_00003.cbf,530,558,285,323,28,38,1064
cr1_1089p_00004.cbf,530,558,284,324,28,40,1120
cr1_1089p_00005.cbf,530,557,284,324,27,40,1080
cr1_1089p_00006.cbf,530,557,284,323,27,39,1053
cr1_1089p_00007.cbf,531,558,284,323,27,39,1053
cr1_1089p_00008.cbf,531,559,284,323,28,39,1092
cr1_1090p_00001.cbf,531,559,285,323,28,38,1064
cr1_1090p_00002.cbf,530,559,285,324,29,39,1131
cr1_1090p_00003.cbf,531,558,285,324,27,39,1053
cr1_1090p_00004.cbf,531,558,284,323,27,39,1053
cr1_1090p_00005.cbf,530,557,284,324,27,40,1080
cr1_1090p_00006.cbf,530,558,284,323,28,39,1092
cr1_1090p_00007.cbf,530,558,284,323,28,39,1092
cr1_1090p_00008.cbf,531,559,284,323,28,39,1092
cr1_1091p_00001.cbf,530,559,285,323,29,38,1102
cr1_1091p_00002.cbf,530,559,285,324,29,39,1131
cr1_1091p_00003.cbf,530,558,285,324,28,39,1092
cr1_1091p_00004.cbf,530,558,284,324,28,40,1120
cr1_1091p_00005.cbf,530,557,284,324,27,40,1080
cr1_1091p_00006.cbf,530,558,284,323,28,39,1092
cr1_1091p_00007.cbf,531,558,284,323,27,39,1053
cr1_1091p_00008.cbf,531,559,284,323,28,39,1092
cr1_1092p_00001.cbf,531,559,284,323,28,39,1092
cr1_1092p_00002.cbf,530,559,285,324,29,39,1131
cr1_1092p_00003.cbf,531,558,285,324,27,39,1053
cr1_1092p_00004.cbf,531,558,284,324,27,40,1080
cr1_1092p_00005.cbf,531,557,284,324,26,40,1040
cr1_1092p_00006.cbf,530,558,283,323,28,40,1120
cr1_1092p_00007.cbf,531,558,284,323,27,39,1053
cr1_1092p_00008.cbf,531,559,284,323,28,39,1092
cr1_1093p_00001.cbf,530,559,285,323,29,38,1102
cr1_1093p_00002.cbf,531,559,285,324,28,39,1092
cr1_1093p_00003.cbf,531,558,285,324,27,39,1053
cr1_1093p_00004.cbf,531,558,284,324,27,40,1080
cr1_1093p_00005.cbf,530,557,284,324,27,40,1080
cr1_1093p_00006.cbf,531,558,284,324,27,40,1080
cr1_1093p_00007.cbf,531,558,284,323,27,39,1053
cr1_1093p_00008.cbf,530,559,284,323,29,39,1131
cr1_1094p_00001.cbf,530,559,284,323,29,39,1131
cr1_1094p_00002.cbf,531,559,285,324,28,39,1092
cr1_1094p_00003.cbf,530,558,285,324,28,39,1092
cr1_1094p_00004.cbf,530,558,284,324,28,40,1120
cr1_1094p_00005.cbf,530,557,284,324,27,40,1080
cr1_1094p_00006.cbf,530,557,284,323,27,39,1053
cr1_1094p_00007.cbf,531,558,284,323,27,39,1053
cr1_1094p_00008.cbf,530,559,284,322,29,38,1102
cr1_1095p_00001.cbf,531,559,284,323,28,39,1092
cr1_1095p_00002.cbf,530,559,285,324,29,39,1131
cr1_1095p_00003.cbf,530,558,285,324,28,39,1092
cr1_1095p_00004.cbf,530,558,284,323,28,39,1092
cr1_1095p_00005.cbf,530,557,284,324,27,40,1080
cr1_1095p_00006.cbf,530,557,284,323,27,39,1053
cr1_1095p_00007.cbf,531,558,284,323,27,39,1053
cr1_1095p_00008.cbf,531,559,284,323,28,39,1092
cr1_1096p_00001.cbf,530,559,285,323,29,38,1102
cr1_1096p_00002.cbf,531,559,285,324,28,39,1092
cr1_1096p_00003.cbf,530,558,285,324,28,39,1092
cr1_1096p_00004.cbf,531,558,284,323,27,39,1053
cr1_1096p_00005.cbf,530,557,284,323,27,39,1053
cr1_1096p_00006.cbf,530,557,284,323,27,39,1053
cr1_1096p_00007.cbf,530,558,284,323,28,39,1092
cr1_1096p_00008.cbf,531,559,284,323,28,39,1092
cr1_1097p_00001.cbf,530,559,285,323,29,38,1102
cr1_1097p_00002.cbf,531,559,285,324,28,39,1092
cr1_1097p_00003.cbf,531,558,285,324,27,39,1053
cr1_1097p_00004.cbf,531,558,284,323,27,39,1053
cr1_1097p_00005.cbf,530,557,283,323,27,40,1080
cr1_1097p_00006.cbf,530,557,283,322,27,39,1053
cr1_1097p_00007.cbf,531,558,284,323,27,39,1053
cr1_1097p_00008.cbf,531,559,284,323,28,39,1092
cr1_1098p_00001.cbf,531,559,285,323,28,38,1064
cr1_1098p_00002.cbf,530,559,285,324,29,39,1131
cr1_1098p_00003.cbf,530,558,285,324,28,39,1092
cr1_1098p_00004.cbf,530,558,284,323,28,39,1092
cr1_1098p_00005.cbf,531,557,284,324,26,40,1040
cr1_1098p_00006.cbf,530,558,284,323,28,39,1092
cr1_1098p_00007.cbf,530,558,284,323,28,39,1092
cr1_1098p_00008.cbf,530,559,284,323,29,39,1131
cr1_1099p_00001.cbf,530,559,285,323,29,38,1102
cr1_1099p_00002.cbf,530,559,285,324,29,39,1131
cr1_1099p_00003.cbf,531,558,285,324,27,39,1053
cr1_1099p_00004.cbf,530,558,284,323,28,39,1092
cr1_1099p_00005.cbf,531,557,283,324,26,41,1066
cr1_1099p_00006.cbf,530,558,283,324,28,41,1148
cr1_1099p_00007.cbf,531,558,284,323,27,39,1053
cr1_1099p_00008.cbf,531,559,284,323,28,39,1092
cr1_1100p_00001.cbf,531,559,285,324,28,39,1092
cr1_1100p_00002.cbf,530,559,285,324,29,39,1131
cr1_1100p_00003.cbf,530,558,285,324,28,39,1092
cr1_1100p_00004.cbf,531,558,284,324,27,40,1080
cr1_1100p_00005.cbf,530,557,284,324,27,40,1080
cr1_1100p_00006.cbf,531,558,283,324,27,41,1107
cr1_1100p_00007.cbf,531,558,284,323,27,39,1053
cr1_1100p_00008.cbf,531,559,284,323,28,39,1092
cr1_1101p_00001.cbf,531,559,285,324,28,39,1092
cr1_1101p_00002.cbf,531,559,285,324,28,39,1092
cr1_1101p_00003.cbf,530,558,285,324,28,39,1092
cr1_1101p_00004.cbf,530,558,284,324,28,40,1120
cr1_1101p_00005.cbf,531,557,283,323,26,40,1040
cr1_1101p_00006.cbf,531,558,283,323,27,40,1080
cr1_1101p_00007.cbf,531,558,284,324,27,40,1080
cr1_1101p_00008.cbf,531,559,284,324,28,40,1120
cr1_1102p_00001.cbf,531,559,285,324,28,39,1092
cr1_1102p_00002.cbf,531,559,285,324,28,39,1092
cr1_1102p_00003.cbf,530,558,285,325,28,40,1120
cr1_1102p_00004.cbf,530,558,285,325,28,40,1120
cr1_1102p_00005.cbf,530,557,284,324,27,40,1080
cr1_1102p_00006.cbf,531,558,284,323,27,39,1053
cr1_1102p_00007.cbf,531,558,284,323,27,39,1053
cr1_1102p_00008.cbf,531,559,284,323,28,39,1092
cr1_1103p_00001.cbf,531,559,285,323,28,38,1064
cr1_1103p_00002.cbf,531,559,285,324,28,39,1092
cr1_1103p_00003.cbf,530,558,285,324,28,39,1092
cr1_1103p_00004.cbf,530,558,284,324,28,40,1120
cr1_1103p_00005.cbf,531,558,283,323,27,40,1080
cr1_1103p_00006.cbf,531,558,283,323,27,40,1080
cr1_1103p_00007.cbf,530,558,284,323,28,39,1092
cr1_1103p_00008.cbf,530,559,285,323,29,38,1102
cr1_1104p_00001.cbf,531,559,285,324,28,39,1092
cr1_1104p_00002.cbf,531,559,285,324,28,39,1092
cr1_1104p_00003.cbf,531,558,285,324,27,39,1053
cr1_1104p_00004.cbf,531,558,284,324,27,40,1080
cr1_1104p_00005.cbf,530,557,283,324,27,41,1107
cr1_1104p_00006.cbf,530,558,283,324,28,41,1148
cr1_1104p_00007.cbf,530,558,284,324,28,40,1120
cr1_1104p_00008.cbf,531,559,284,323,28,39,1092
cr1_1105p_00001.cbf,530,559,285,324,29,39,1131
cr1_1105p_00002.cbf,531,559,285,324,28,39,1092
cr1_1105p_00003.cbf,531,558,285,324,27,39,1053
cr1_1105p_00004.cbf,530,558,284,324,28,40,1120
cr1_1105p_00005.cbf,531,557,283,323,26,40,1040
cr1_1105p_00006.cbf,531,558,284,324,27,40,1080
cr1_1105p_00007.cbf,531,558,284,323,27,39,1053
cr1_1105p_00008.cbf,531,559,285,323,28,38,1064
cr1_1106p_00001.cbf,530,559,285,324,29,39,1131
cr1_1106p_00002.cbf,531,558,285,324,27,39,1053
cr1_1106p_00003.cbf,530,558,285,324,28,39,1092
cr1_1106p_00004.cbf,530,558,284,324,28,40,1120
cr1_1106p_00005.cbf,531,557,283,324,26,41,1066
cr1_1106p_00006.cbf,530,558,284,324,28,40,1120
cr1_1106p_00007.cbf,531,558,285,323,27,38,1026
cr1_1106p_00008.cbf,531,559,285,323,28,38,1064
cr1_1107p_00001.cbf,531,559,285,324,28,39,1092
cr1_1107p_00002.cbf,531,559,285,324,28,39,1092
cr1_1107p_00003.cbf,530,558,285,324,28,39,1092
cr1_1107p_00004.cbf,530,558,284,324,28,40,1120
cr1_1107p_00005.cbf,530,557,284,324,27,40,1080
cr1_1107p_00006.cbf,530,558,284,324,28,40,1120
cr1_1107p_00007.cbf,531,558,284,324,27,40,1080
cr1_1107p_00008.cbf,530,559,285,324,29,39,1131
cr1_1108p_00001.cbf,531,559,285,324,28,39,1092
cr1_1108p_00002.cbf,531,559,285,324,28,39,1092
cr1_1108p_00003.cbf,530,558,285,325,28,40,1120
cr1_1108p_00004.cbf,530,558,284,324,28,40,1120
cr1_1108p_00005.cbf,530,557,283,324,27,41,1107
cr1_1108p_00006.cbf,530,558,283,324,28,41,1148
cr1_1108p_00007.cbf,530,558,284,324,28,40,1120
cr1_1108p_00008.cbf,530,559,285,324,29,39,1131
cr1_1109p_00001.cbf,530,559,285,324,29,39,1131
cr1_1109p_00002.cbf,531,559,285,325,28,40,1120
cr1_1109p_00003.cbf,530,558,285,324,28,39,1092
cr1_1109p_00004.cbf,530,558,284,324,28,40,1120
cr1_1109p_00005.cbf,530,557,283,324,27,41,1107
cr1_1109p_00006.cbf,530,558,283,324,28,41,1148
cr1_1109p_00007.cbf,530,558,284,324,28,40,1120
cr1_1109p_00008.cbf,530,559,284,323,29,39,1131
cr1_1110p_00001.cbf,531,559,285,324,28,39,1092
cr1_1110p_00002.cbf,530,559,285,324,29,39,1131
cr1_1110p_00003.cbf,530,558,285,325,28,40,1120
cr1_1110p_00004.cbf,530,558,284,324,28,40,1120
cr1_1110p_00005.cbf,530,557,284,324,27,40,1080
cr1_1110p_00006.cbf,530,558,283,324,28,41,1148
cr1_1110p_00007.cbf,531,558,284,323,27,39,1053
cr1_1110p_00008.cbf,530,559,284,324,29,40,1160
cr1_1111p_00001.cbf,530,559,285,324,29,39,1131
cr1_1111p_00002.cbf,530,559,285,325,29,40,1160
cr1_1111p_00003.cbf,530,558,285,325,28,40,1120
cr1_1111p_00004.cbf,531,558,284,324,27,40,1080
cr1_1111p_00005.cbf,530,557,283,324,27,41,1107
cr1_1111p_00006.cbf,530,558,283,324,28,41,1148
cr1_1111p_00007.cbf,530,558,284,324,28,40,1120
cr1_1111p_00008.cbf,530,559,284,324,29,40,1160
cr1_1112p_00001.cbf,531,559,285,324,28,39,1092
cr1_1112p_00002.cbf,530,559,285,324,29,39,1131
cr1_1112p_00003.cbf,530,558,285,324,28,39,1092
cr1_1112p_00004.cbf,530,558,284,324,28,40,1120
cr1_1112p_00005.cbf,530,557,283,324,27,41,1107
cr1_1112p_00006.cbf,530,557,283,324,27,41,1107
cr1_1112p_00007.cbf,531,558,284,324,27,40,1080
cr1_1112p_00008.cbf,530,559,284,323,29,39,1131
cr1_1113p_00001.cbf,531,559,285,324,28,39,1092
cr1_1113p_00002.cbf,530,559,285,324,29,39,1131
cr1_1113p_00003.cbf,530,558,285,325,28,40,1120
cr1_1113p_00004.cbf,530,558,284,324,28,40,1120
cr1_1113p_00005.cbf,530,557,283,324,27,41,1107
cr1_1113p_00006.cbf,530,558,283,324,28,41,1148
cr1_1113p_00007.cbf,530,558,284,324,28,40,1120
cr1_1113p_00008.cbf,531,559,284,324,28,40,1120
cr1_1114p_00001.cbf,531,559,285,324,28,39,1092
cr1_1114p_00002.cbf,530,559,285,325,29,40,1160
cr1_1114p_00003.cbf,530,558,285,324,28,39,1092
cr1_1114p_00004.cbf,530,558,283,324,28,41,1148
cr1_1114p_00005.cbf,530,557,283,324,27,41,1107
cr1_1114p_00006.cbf,530,558,283,324,28,41,1148
cr1_1114p_00007.cbf,531,558,284,324,27,40,1080
cr1_1114p_00008.cbf,531,559,284,324,28,40,1120
cr1_1115p_00001.cbf,530,559,285,325,29,40,1160
cr1_1115p_00002.cbf,531,559,285,325,28,40,1120
