,filename,y_min,y_max,x_min,x_max,height,width,size
7354,cr1_0920p_00003.cbf,470,607,232,382,137,150,20550
7355,cr1_0920p_00004.cbf,476,604,235,383,128,148,18944
7356,cr1_0920p_00005.cbf,483,593,247,372,110,125,13750
7357,cr1_0920p_00006.cbf,476,609,236,383,133,147,19551
7358,cr1_0920p_00007.cbf,472,607,237,385,135,148,19980
7359,cr1_0920p_00008.cbf,482,597,243,370,115,127,14605
7360,cr1_0921p_00001.cbf,473,608,230,382,135,152,20520
7361,cr1_0921p_00002.cbf,483,599,242,372,116,130,15080
7362,cr1_0921p_00003.cbf,484,599,241,373,115,132,15180
7363,cr1_0921p_00004.cbf,486,597,242,373,111,131,14541
7364,cr1_0921p_00005.cbf,483,593,246,371,110,125,13750
7365,cr1_0921p_00006.cbf,476,607,233,386,131,153,20043
7366,cr1_0921p_00007.cbf,470,607,237,383,137,146,20002
7367,cr1_0921p_00008.cbf,484,597,243,370,113,127,14351
7368,cr1_0922p_00001.cbf,472,613,234,377,141,143,20163
7369,cr1_0922p_00002.cbf,475,606,232,383,131,151,19781
7370,cr1_0922p_00003.cbf,473,609,227,376,136,149,20264
7371,cr1_0922p_00004.cbf,481,598,242,373,117,131,15327
7372,cr1_0922p_00005.cbf,484,594,244,374,110,130,14300
7373,cr1_0922p_00006.cbf,485,598,242,372,113,130,14690
7374,cr1_0922p_00007.cbf,471,607,231,380,136,149,20264
7375,cr1_0922p_00008.cbf,485,596,242,369,111,127,14097
7376,cr1_0923p_00001.cbf,485,599,240,369,114,129,14706
7377,cr1_0923p_00002.cbf,478,607,235,379,129,144,18576
7378,cr1_0923p_00003.cbf,485,597,242,372,112,130,14560
7379,cr1_0923p_00004.cbf,478,605,231,378,127,147,18669
7380,cr1_0923p_00005.cbf,474,607,230,382,133,152,20216
7381,cr1_0923p_00006.cbf,470,609,235,381,139,146,20294
7382,cr1_0923p_00007.cbf,481,596,242,372,115,130,14950
7383,cr1_0923p_00008.cbf,484,600,241,373,116,132,15312
7384,cr1_0924p_00001.cbf,472,612,235,379,140,144,20160
7385,cr1_0924p_00002.cbf,483,598,240,370,115,130,14950
7386,cr1_0924p_00003.cbf,474,609,238,382,135,144,19440
7387,cr1_0924p_00004.cbf,474,608,235,382,134,147,19698
7388,cr1_0924p_00005.cbf,473,607,232,381,134,149,19966
7389,cr1_0924p_00006.cbf,473,608,230,381,135,151,20385
7390,cr1_0924p_00007.cbf,474,606,234,386,132,152,20064
7391,cr1_0924p_00008.cbf,484,599,241,370,115,129,14835
7392,cr1_0925p_00001.cbf,471,607,232,379,136,147,19992
7393,cr1_0925p_00002.cbf,483,599,240,370,116,130,15080
7394,cr1_0925p_00003.cbf,484,598,242,370,114,128,14592
7395,cr1_0925p_00004.cbf,475,608,233,382,133,149,19817
7396,cr1_0925p_00005.cbf,473,605,236,386,132,150,19800
7397,cr1_0925p_00006.cbf,475,609,235,386,134,151,20234
7398,cr1_0925p_00007.cbf,483,597,243,372,114,129,14706
7399,cr1_0925p_00008.cbf,483,599,241,369,116,128,14848
7400,cr1_0926p_00001.cbf,484,598,240,369,114,129,14706
7401,cr1_0926p_00002.cbf,483,599,241,372,116,131,15196
7402,cr1_0926p_00003.cbf,483,599,241,371,116,130,15080
7403,cr1_0926p_00004.cbf,484,597,240,371,113,131,14803
7404,cr1_0926p_00005.cbf,483,595,242,372,112,130,14560
7405,cr1_0926p_00006.cbf,486,596,241,373,110,132,14520
7406,cr1_0926p_00007.cbf,484,597,242,371,113,129,14577
7407,cr1_0926p_00008.cbf,472,609,234,379,137,145,19865
7408,cr1_0927p_00001.cbf,484,599,242,370,115,128,14720
7409,cr1_0927p_00002.cbf,471,607,233,378,136,145,19720
7410,cr1_0927p_00003.cbf,473,608,234,382,135,148,19980
7411,cr1_0927p_00004.cbf,485,597,242,373,112,131,14672
7412,cr1_0927p_00005.cbf,484,595,241,372,111,131,14541
7413,cr1_0927p_00006.cbf,473,607,231,382,134,151,20234
7414,cr1_0927p_00007.cbf,475,610,234,382,135,148,19980
7415,cr1_0927p_00008.cbf,482,598,241,371,116,130,15080
7416,cr1_0928p_00001.cbf,473,611,232,381,138,149,20562
7417,cr1_0928p_00002.cbf,485,597,241,369,112,128,14336
7418,cr1_0928p_00003.cbf,482,598,242,371,116,129,14964
7419,cr1_0928p_00004.cbf,484,597,242,371,113,129,14577
7420,cr1_0928p_00005.cbf,485,597,241,372,112,131,14672
7421,cr1_0928p_00006.cbf,472,606,237,381,134,144,19296
7422,cr1_0928p_00007.cbf,475,606,231,382,131,151,19781
7423,cr1_0928p_00008.cbf,484,599,241,372,115,131,15065
7424,cr1_0929p_00001.cbf,474,607,235,383,133,148,19684
7425,cr1_0929p_00002.cbf,483,596,242,368,113,126,14238
7426,cr1_0929p_00003.cbf,483,600,243,371,117,128,14976
7427,cr1_0929p_00004.cbf,475,609,235,380,134,145,19430
7428,cr1_0929p_00005.cbf,485,599,242,371,114,129,14706
7429,cr1_0929p_00006.cbf,474,607,236,386,133,150,19950
7430,cr1_0929p_00007.cbf,476,606,233,380,130,147,19110
7431,cr1_0929p_00008.cbf,472,607,234,381,135,147,19845
7432,cr1_0930p_00001.cbf,471,607,231,379,136,148,20128
7433,cr1_0930p_00002.cbf,476,608,228,384,132,156,20592
7434,cr1_0930p_00003.cbf,476,608,230,382,132,152,20064
7435,cr1_0930p_00004.cbf,483,599,241,370,116,129,14964
7436,cr1_0930p_00005.cbf,470,606,234,380,136,146,19856
7437,cr1_0930p_00006.cbf,485,598,241,371,113,130,14690
7438,cr1_0930p_00007.cbf,474,604,231,381,130,150,19500
7439,cr1_0930p_00008.cbf,484,597,239,369,113,130,14690
7440,cr1_0931p_00001.cbf,471,611,232,378,140,146,20440
7441,cr1_0931p_00002.cbf,485,597,241,372,112,131,14672
7442,cr1_0931p_00003.cbf,484,600,241,369,116,128,14848
7443,cr1_0931p_00004.cbf,473,609,234,383,136,149,20264
7444,cr1_0931p_00005.cbf,473,608,231,381,135,150,20250
7445,cr1_0931p_00006.cbf,477,609,235,380,132,145,19140
7446,cr1_0931p_00007.cbf,483,597,242,371,114,129,14706
7447,cr1_0931p_00008.cbf,473,608,233,381,135,148,19980
7448,cr1_0932p_00001.cbf,485,598,242,368,113,126,14238
7449,cr1_0932p_00002.cbf,476,605,231,381,129,150,19350
7450,cr1_0932p_00003.cbf,472,606,233,378,134,145,19430
7451,cr1_0932p_00004.cbf,476,613,234,380,137,146,20002
7452,cr1_0932p_00005.cbf,470,604,231,382,134,151,20234
7453,cr1_0932p_00006.cbf,482,596,242,372,114,130,14820
7454,cr1_0932p_00007.cbf,484,597,241,370,113,129,14577
7455,cr1_0932p_00008.cbf,484,598,241,369,114,128,14592
7456,cr1_0933p_00001.cbf,482,598,241,369,116,128,14848
7457,cr1_0933p_00002.cbf,483,599,241,371,116,130,15080
7458,cr1_0933p_00003.cbf,474,606,229,380,132,151,19932
7459,cr1_0933p_00004.cbf,474,608,235,378,134,143,19162
7460,cr1_0933p_00005.cbf,470,605,232,382,135,150,20250
7461,cr1_0933p_00006.cbf,484,597,242,372,113,130,14690
7462,cr1_0933p_00007.cbf,484,598,240,369,114,129,14706
7463,cr1_0933p_00008.cbf,474,609,229,378,135,149,20115
7464,cr1_0934p_00001.cbf,486,601,239,370,115,131,15065
7465,cr1_0934p_00002.cbf,483,599,241,370,116,129,14964
7466,cr1_0934p_00003.cbf,475,609,235,385,134,150,20100
7467,cr1_0934p_00004.cbf,486,595,241,370,109,129,14061
7468,cr1_0934p_00005.cbf,472,608,234,378,136,144,19584
7469,cr1_0934p_00006.cbf,475,609,233,381,134,148,19832
7470,cr1_0934p_00007.cbf,472,607,236,382,135,146,19710
7471,cr1_0934p_00008.cbf,475,608,234,377,133,143,19019
7472,cr1_0935p_00001.cbf,483,598,241,367,115,126,14490
7473,cr1_0935p_00002.cbf,470,607,231,381,137,150,20550
7474,cr1_0935p_00003.cbf,482,596,242,372,114,130,14820
7475,cr1_0935p_00004.cbf,486,597,242,371,111,129,14319
7476,cr1_0935p_00005.cbf,485,597,242,371,112,129,14448
7477,cr1_0935p_00006.cbf,484,598,241,371,114,130,14820
7478,cr1_0935p_00007.cbf,473,606,232,384,133,152,20216
7479,cr1_0935p_00008.cbf,468,608,233,376,140,143,20020
7480,cr1_0936p_00001.cbf,485,601,240,369,116,129,14964
7481,cr1_0936p_00002.cbf,483,598,243,369,115,126,14490
7482,cr1_0936p_00003.cbf,473,607,236,380,134,144,19296
7483,cr1_0936p_00004.cbf,473,612,233,380,139,147,20433
7484,cr1_0936p_00005.cbf,472,606,234,382,134,148,19832
7485,cr1_0936p_00006.cbf,485,598,242,372,113,130,14690
7486,cr1_0936p_00007.cbf,486,597,242,370,111,128,14208
7487,cr1_0936p_00008.cbf,475,612,232,379,137,147,20139
7488,cr1_0937p_00001.cbf,482,597,240,369,115,129,14835
7489,cr1_0937p_00002.cbf,473,611,235,381,138,146,20148
7490,cr1_0937p_00003.cbf,485,598,241,369,113,128,14464
7491,cr1_0937p_00004.cbf,473,608,232,379,135,147,19845
7492,cr1_0937p_00005.cbf,475,605,233,380,130,147,19110
7493,cr1_0937p_00006.cbf,476,609,229,381,133,152,20216
7494,cr1_0937p_00007.cbf,484,595,242,371,111,129,14319
7495,cr1_0937p_00008.cbf,476,611,233,380,135,147,19845
7496,cr1_0938p_00001.cbf,471,612,233,378,141,145,20445
7497,cr1_0938p_00002.cbf,483,598,242,369,115,127,14605
7498,cr1_0938p_00003.cbf,485,595,240,370,110,130,14300
7499,cr1_0938p_00004.cbf,475,608,235,383,133,148,19684
7500,cr1_0938p_00005.cbf,475,609,229,381,134,152,20368
7501,cr1_0938p_00006.cbf,476,607,231,381,131,150,19650
7502,cr1_0938p_00007.cbf,475,605,232,381,130,149,19370
7503,cr1_0938p_00008.cbf,482,598,242,370,116,128,14848
7504,cr1_0939p_00001.cbf,473,608,232,376,135,144,19440
7505,cr1_0939p_00002.cbf,484,599,241,368,115,127,14605
7506,cr1_0939p_00003.cbf,471,608,232,381,137,149,20413
7507,cr1_0939p_00004.cbf,473,613,235,380,140,145,20300
7508,cr1_0939p_00005.cbf,475,610,231,381,135,150,20250
7509,cr1_0939p_00006.cbf,478,605,233,381,127,148,18796
7510,cr1_0939p_00007.cbf,486,597,242,369,111,127,14097
7511,cr1_0939p_00008.cbf,470,607,235,384,137,149,20413
7512,cr1_0940p_00001.cbf,475,609,229,379,134,150,20100
7513,cr1_0940p_00002.cbf,486,599,240,370,113,130,14690
7514,cr1_0940p_00003.cbf,485,599,242,368,114,126,14364
7515,cr1_0940p_00004.cbf,475,608,233,379,133,146,19418
7516,cr1_0940p_00005.cbf,477,607,230,387,130,157,20410
7517,cr1_0940p_00006.cbf,470,608,235,382,138,147,20286
7518,cr1_0940p_00007.cbf,478,609,233,377,131,144,18864
7519,cr1_0940p_00008.cbf,486,600,240,369,114,129,14706
7520,cr1_0941p_00001.cbf,474,607,230,378,133,148,19684
7521,cr1_0941p_00002.cbf,474,608,234,377,134,143,19162
7522,cr1_0941p_00003.cbf,483,598,242,370,115,128,14720
7523,cr1_0941p_00004.cbf,475,609,232,381,134,149,19966
7524,cr1_0941p_00005.cbf,482,597,241,370,115,129,14835
7525,cr1_0941p_00006.cbf,483,598,239,373,115,134,15410
7526,cr1_0941p_00007.cbf,473,607,233,381,134,148,19832
7527,cr1_0941p_00008.cbf,472,611,228,376,139,148,20572
7528,cr1_0942p_00001.cbf,482,602,240,369,120,129,15480
7529,cr1_0942p_00002.cbf,481,600,239,370,119,131,15589
7530,cr1_0942p_00003.cbf,483,598,240,370,115,130,14950
7531,cr1_0942p_00004.cbf,483,598,240,371,115,131,15065
7532,cr1_0942p_00005.cbf,484,597,240,372,113,132,14916
7533,cr1_0942p_00006.cbf,485,597,241,371,112,130,14560
7534,cr1_0942p_00007.cbf,474,613,233,381,139,148,20572
7535,cr1_0942p_00008.cbf,483,600,240,371,117,131,15327
7536,cr1_0943p_00001.cbf,481,600,238,372,119,134,15946
7537,cr1_0943p_00002.cbf,483,602,240,371,119,131,15589
7538,cr1_0943p_00003.cbf,474,608,232,385,134,153,20502
7539,cr1_0943p_00004.cbf,473,611,233,382,138,149,20562
7540,cr1_0943p_00005.cbf,480,595,239,374,115,135,15525
7541,cr1_0943p_00006.cbf,480,597,240,372,117,132,15444
7542,cr1_0943p_00007.cbf,482,598,238,372,116,134,15544
7543,cr1_0943p_00008.cbf,483,599,240,371,116,131,15196
7544,cr1_0944p_00001.cbf,484,600,237,369,116,132,15312
7545,cr1_0944p_00002.cbf,475,610,231,380,135,149,20115
7546,cr1_0944p_00003.cbf,481,600,239,372,119,133,15827
7547,cr1_0944p_00004.cbf,484,599,240,371,115,131,15065
7548,cr1_0944p_00005.cbf,482,599,240,372,117,132,15444
7549,cr1_0944p_00006.cbf,483,597,241,372,114,131,14934
7550,cr1_0944p_00007.cbf,482,598,239,370,116,131,15196
7551,cr1_0944p_00008.cbf,483,601,240,370,118,130,15340
7552,cr1_0945p_00001.cbf,481,600,239,370,119,131,15589
7553,cr1_0945p_00002.cbf,484,600,239,370,116,131,15196
7554,cr1_0945p_00003.cbf,483,600,238,370,117,132,15444
7555,cr1_0945p_00004.cbf,483,597,241,371,114,130,14820
7556,cr1_0945p_00005.cbf,471,608,232,382,137,150,20550
7557,cr1_0945p_00006.cbf,469,607,233,380,138,147,20286
7558,cr1_0945p_00007.cbf,480,599,240,372,119,132,15708
7559,cr1_0945p_00008.cbf,474,607,229,382,133,153,20349
7560,cr1_0946p_00001.cbf,481,599,237,369,118,132,15576
7561,cr1_0946p_00002.cbf,474,610,230,380,136,150,20400
7562,cr1_0946p_00003.cbf,484,602,239,370,118,131,15458
7563,cr1_0946p_00004.cbf,484,598,241,373,114,132,15048
7564,cr1_0946p_00005.cbf,483,597,242,371,114,129,14706
7565,cr1_0946p_00006.cbf,482,598,239,370,116,131,15196
7566,cr1_0946p_00007.cbf,483,600,241,370,117,129,15093
7567,cr1_0946p_00008.cbf,482,598,239,369,116,130,15080
7568,cr1_0947p_00001.cbf,471,609,231,380,138,149,20562
7569,cr1_0947p_00002.cbf,485,600,241,371,115,130,14950
7570,cr1_0947p_00003.cbf,483,600,241,373,117,132,15444
7571,cr1_0947p_00004.cbf,484,598,239,372,114,133,15162
7572,cr1_0947p_00005.cbf,472,607,231,382,135,151,20385
7573,cr1_0947p_00006.cbf,484,598,239,372,114,133,15162
7574,cr1_0947p_00007.cbf,483,597,240,371,114,131,14934
7575,cr1_0947p_00008.cbf,484,599,239,368,115,129,14835
7576,cr1_0948p_00001.cbf,472,609,231,380,137,149,20413
7577,cr1_0948p_00002.cbf,483,598,239,370,115,131,15065
7578,cr1_0948p_00003.cbf,483,599,240,370,116,130,15080
7579,cr1_0948p_00004.cbf,483,598,241,371,115,130,14950
7580,cr1_0948p_00005.cbf,483,596,239,371,113,132,14916
7581,cr1_0948p_00006.cbf,469,609,234,381,140,147,20580
7582,cr1_0948p_00007.cbf,482,599,239,370,117,131,15327
7583,cr1_0948p_00008.cbf,480,599,239,369,119,130,15470
7584,cr1_0949p_00001.cbf,484,599,239,369,115,130,14950
7585,cr1_0949p_00002.cbf,483,601,240,370,118,130,15340
7586,cr1_0949p_00003.cbf,475,610,232,379,135,147,19845
7587,cr1_0949p_00004.cbf,484,597,241,372,113,131,14803
7588,cr1_0949p_00005.cbf,482,600,239,372,118,133,15694
7589,cr1_0949p_00006.cbf,472,608,232,379,136,147,19992
7590,cr1_0949p_00007.cbf,475,605,228,378,130,150,19500
7591,cr1_0949p_00008.cbf,483,598,240,369,115,129,14835
7592,cr1_0950p_00001.cbf,484,599,240,371,115,131,15065
7593,cr1_0950p_00002.cbf,474,608,231,381,134,150,20100
7594,cr1_0950p_00003.cbf,482,598,240,371,116,131,15196
7595,cr1_0950p_00004.cbf,476,611,231,380,135,149,20115
7596,cr1_0950p_00005.cbf,471,609,233,382,138,149,20562
7597,cr1_0950p_00006.cbf,484,596,240,370,112,130,14560
7598,cr1_0950p_00007.cbf,475,608,230,381,133,151,20083
7599,cr1_0950p_00008.cbf,481,599,237,368,118,131,15458
7600,cr1_0951p_00001.cbf,481,600,240,369,119,129,15351
7601,cr1_0951p_00002.cbf,483,600,240,368,117,128,14976
7602,cr1_0951p_00003.cbf,474,608,231,382,134,151,20234
7603,cr1_0951p_00004.cbf,482,601,239,372,119,133,15827
7604,cr1_0951p_00005.cbf,482,597,241,373,115,132,15180
7605,cr1_0951p_00006.cbf,474,605,231,387,131,156,20436
7606,cr1_0951p_00007.cbf,484,598,238,370,114,132,15048
7607,cr1_0951p_00008.cbf,484,599,240,370,115,130,14950
7608,cr1_0952p_00001.cbf,484,603,239,370,119,131,15589
7609,cr1_0952p_00002.cbf,485,601,240,370,116,130,15080
7610,cr1_0952p_00003.cbf,474,609,234,379,135,145,19575
7611,cr1_0952p_00004.cbf,470,606,233,382,136,149,20264
7612,cr1_0952p_00005.cbf,484,595,237,369,111,132,14652
7613,cr1_0952p_00006.cbf,482,597,241,369,115,128,14720
7614,cr1_0952p_00007.cbf,483,598,241,373,115,132,15180
7615,cr1_0952p_00008.cbf,483,602,238,370,119,132,15708
7616,cr1_0953p_00001.cbf,483,598,239,369,115,130,14950
7617,cr1_0953p_00002.cbf,483,602,240,370,119,130,15470
7618,cr1_0953p_00003.cbf,483,600,239,370,117,131,15327
7619,cr1_0953p_00004.cbf,482,597,241,370,115,129,14835
7620,cr1_0953p_00005.cbf,482,597,240,372,115,132,15180
7621,cr1_0953p_00006.cbf,482,598,241,371,116,130,15080
7622,cr1_0953p_00007.cbf,481,597,239,370,116,131,15196
7623,cr1_0953p_00008.cbf,482,603,240,370,121,130,15730
7624,cr1_0954p_00001.cbf,482,599,241,368,117,127,14859
7625,cr1_0954p_00002.cbf,469,608,233,380,139,147,20433
7626,cr1_0954p_00003.cbf,482,601,239,371,119,132,15708
7627,cr1_0954p_00004.cbf,484,597,241,368,113,127,14351
7628,cr1_0954p_00005.cbf,485,598,241,372,113,131,14803
7629,cr1_0954p_00006.cbf,481,597,237,370,116,133,15428
7630,cr1_0954p_00007.cbf,484,599,239,370,115,131,15065
7631,cr1_0954p_00008.cbf,484,599,240,370,115,130,14950
7632,cr1_0955p_00001.cbf,484,598,239,369,114,130,14820
7633,cr1_0955p_00002.cbf,484,599,239,371,115,132,15180
7634,cr1_0955p_00003.cbf,483,598,240,369,115,129,14835
7635,cr1_0955p_00004.cbf,483,598,240,371,115,131,15065
7636,cr1_0955p_00005.cbf,474,610,233,381,136,148,20128
7637,cr1_0955p_00006.cbf,484,597,241,371,113,130,14690
7638,cr1_0955p_00007.cbf,482,601,240,370,119,130,15470
7639,cr1_0955p_00008.cbf,473,613,232,377,140,145,20300
7640,cr1_0956p_00001.cbf,483,602,240,370,119,130,15470
7641,cr1_0956p_00002.cbf,484,598,241,369,114,128,14592
7642,cr1_0956p_00003.cbf,476,612,232,381,136,149,20264
7643,cr1_0956p_00004.cbf,484,595,239,369,111,130,14430
7644,cr1_0956p_00005.cbf,470,609,232,380,139,148,20572
7645,cr1_0956p_00006.cbf,484,598,240,373,114,133,15162
7646,cr1_0956p_00007.cbf,482,597,240,370,115,130,14950
7647,cr1_0956p_00008.cbf,474,610,229,379,136,150,20400
7648,cr1_0957p_00001.cbf,485,599,239,371,114,132,15048
7649,cr1_0957p_00002.cbf,485,600,240,372,115,132,15180
7650,cr1_0957p_00003.cbf,481,597,239,371,116,132,15312
7651,cr1_0957p_00004.cbf,481,600,240,369,119,129,15351
7652,cr1_0957p_00005.cbf,474,606,231,380,132,149,19668
7653,cr1_0957p_00006.cbf,483,600,239,369,117,130,15210
7654,cr1_0957p_00007.cbf,480,601,239,371,121,132,15972
7655,cr1_0957p_00008.cbf,481,597,239,368,116,129,14964
7656,cr1_0958p_00001.cbf,470,612,231,376,142,145,20590
7657,cr1_0958p_00002.cbf,484,600,237,369,116,132,15312
7658,cr1_0958p_00003.cbf,484,601,240,369,117,129,15093
7659,cr1_0958p_00004.cbf,483,600,238,370,117,132,15444
7660,cr1_0958p_00005.cbf,476,612,229,380,136,151,20536
7661,cr1_0958p_00006.cbf,484,601,239,368,117,129,15093
7662,cr1_0958p_00007.cbf,473,610,230,380,137,150,20550
7663,cr1_0958p_00008.cbf,483,599,239,370,116,131,15196
7664,cr1_0959p_00001.cbf,483,599,238,369,116,131,15196
7665,cr1_0959p_00002.cbf,471,607,230,380,136,150,20400
7666,cr1_0959p_00003.cbf,483,600,240,372,117,132,15444
7667,cr1_0959p_00004.cbf,482,598,240,370,116,130,15080
7668,cr1_0959p_00005.cbf,483,597,239,371,114,132,15048
7669,cr1_0959p_00006.cbf,482,597,240,370,115,130,14950
7670,cr1_0959p_00007.cbf,483,601,239,369,118,130,15340
7671,cr1_0959p_00008.cbf,481,600,240,370,119,130,15470
7672,cr1_0960p_00001.cbf,476,615,231,374,139,143,19877
7673,cr1_0960p_00002.cbf,482,598,240,370,116,130,15080
7674,cr1_0960p_00003.cbf,472,606,231,380,134,149,19966
7675,cr1_0960p_00004.cbf,485,601,240,370,116,130,15080
7676,cr1_0960p_00005.cbf,482,599,241,370,117,129,15093
7677,cr1_0960p_00006.cbf,481,598,240,369,117,129,15093
7678,cr1_0960p_00007.cbf,481,598,239,370,117,131,15327
7679,cr1_0960p_00008.cbf,473,609,232,383,136,151,20536
7680,cr1_0961p_00001.cbf,484,600,240,369,116,129,14964
7681,cr1_0961p_00002.cbf,483,600,239,369,117,130,15210
7682,cr1_0961p_00003.cbf,483,601,239,370,118,131,15458
7683,cr1_0961p_00004.cbf,473,609,231,377,136,146,19856
7684,cr1_0961p_00005.cbf,484,599,240,370,115,130,14950
7685,cr1_0961p_00006.cbf,485,598,240,371,113,131,14803
7686,cr1_0961p_00007.cbf,483,598,239,370,115,131,15065
7687,cr1_0961p_00008.cbf,484,597,239,370,113,131,14803
7688,cr1_0962p_00001.cbf,484,600,240,369,116,129,14964
7689,cr1_0962p_00002.cbf,482,598,240,368,116,128,14848
7690,cr1_0962p_00003.cbf,471,607,231,382,136,151,20536
7691,cr1_0962p_00004.cbf,482,599,240,370,117,130,15210
7692,cr1_0962p_00005.cbf,471,606,232,383,135,151,20385
7693,cr1_0962p_00006.cbf,473,609,232,383,136,151,20536
7694,cr1_0962p_00007.cbf,484,600,240,370,116,130,15080
7695,cr1_0962p_00008.cbf,484,596,241,369,112,128,14336
7696,cr1_0963p_00001.cbf,473,609,232,377,136,145,19720
7697,cr1_0963p_00002.cbf,483,599,239,368,116,129,14964
7698,cr1_0963p_00003.cbf,481,598,241,372,117,131,15327
7699,cr1_0963p_00004.cbf,484,597,240,371,113,131,14803
7700,cr1_0963p_00005.cbf,485,597,240,370,112,130,14560
7701,cr1_0963p_00006.cbf,474,610,229,379,136,150,20400
7702,cr1_0963p_00007.cbf,482,598,240,370,116,130,15080
7703,cr1_0963p_00008.cbf,482,599,240,371,117,131,15327
7704,cr1_0964p_00001.cbf,484,602,239,368,118,129,15222
7705,cr1_0964p_00002.cbf,471,608,231,378,137,147,20139
7706,cr1_0964p_00003.cbf,483,600,240,372,117,132,15444
7707,cr1_0964p_00004.cbf,482,598,239,369,116,130,15080
7708,cr1_0964p_00005.cbf,477,609,228,382,132,154,20328
7709,cr1_0964p_00006.cbf,475,606,227,382,131,155,20305
7710,cr1_0964p_00007.cbf,484,599,237,368,115,131,15065
7711,cr1_0964p_00008.cbf,486,600,239,368,114,129,14706
7712,cr1_0965p_00001.cbf,483,600,240,368,117,128,14976
7713,cr1_0965p_00002.cbf,483,598,239,370,115,131,15065
7714,cr1_0965p_00003.cbf,481,601,239,370,120,131,15720
7715,cr1_0965p_00004.cbf,474,605,230,384,131,154,20174
7716,cr1_0965p_00005.cbf,484,596,240,370,112,130,14560
7717,cr1_0965p_00006.cbf,483,598,240,371,115,131,15065
7718,cr1_0965p_00007.cbf,484,597,239,371,113,132,14916
7719,cr1_0965p_00008.cbf,474,615,232,378,141,146,20586
7720,cr1_0966p_00001.cbf,475,609,233,384,134,151,20234
7721,cr1_0966p_00002.cbf,471,608,230,380,137,150,20550
7722,cr1_0966p_00003.cbf,483,598,240,370,115,130,14950
7723,cr1_0966p_00004.cbf,485,598,239,371,113,132,14916
7724,cr1_0966p_00005.cbf,483,598,240,371,115,131,15065
7725,cr1_0966p_00006.cbf,467,606,233,381,139,148,20572
7726,cr1_0966p_00007.cbf,471,607,229,379,136,150,20400
7727,cr1_0966p_00008.cbf,484,599,240,368,115,128,14720
7728,cr1_0967p_00001.cbf,485,600,240,368,115,128,14720
7729,cr1_0967p_00002.cbf,473,606,229,380,133,151,20083
7730,cr1_0967p_00003.cbf,485,600,239,369,115,130,14950
7731,cr1_0967p_00004.cbf,485,599,240,369,114,129,14706
7732,cr1_0967p_00005.cbf,481,597,241,370,116,129,14964
7733,cr1_0967p_00006.cbf,483,597,239,371,114,132,15048
7734,cr1_0967p_00007.cbf,483,598,240,369,115,129,14835
7735,cr1_0967p_00008.cbf,483,598,240,368,115,128,14720
7736,cr1_0968p_00001.cbf,484,598,240,367,114,127,14478
7737,cr1_0968p_00002.cbf,483,599,238,369,116,131,15196
7738,cr1_0968p_00003.cbf,483,599,241,369,116,128,14848
7739,cr1_0968p_00004.cbf,483,598,240,371,115,131,15065
7740,cr1_0968p_00005.cbf,484,598,240,370,114,130,14820
7741,cr1_0968p_00006.cbf,485,597,240,371,112,131,14672
7742,cr1_0968p_00007.cbf,484,598,240,368,114,128,14592
7743,cr1_0968p_00008.cbf,485,599,240,369,114,129,14706
7744,cr1_0969p_00001.cbf,483,599,238,367,116,129,14964
7745,cr1_0969p_00002.cbf,484,597,240,369,113,129,14577
7746,cr1_0969p_00003.cbf,477,607,232,386,130,154,20020
7747,cr1_0969p_00004.cbf,483,598,241,369,115,128,14720
7748,cr1_0969p_00005.cbf,486,596,239,369,110,130,14300
7749,cr1_0969p_00006.cbf,472,610,233,379,138,146,20148
7750,cr1_0969p_00007.cbf,484,599,240,368,115,128,14720
7751,cr1_0969p_00008.cbf,487,597,241,367,110,126,13860
7752,cr1_0970p_00001.cbf,474,612,231,378,138,147,20286
7753,cr1_0970p_00002.cbf,483,598,240,370,115,130,14950
7754,cr1_0970p_00003.cbf,475,612,230,377,137,147,20139
7755,cr1_0970p_00004.cbf,469,604,233,376,135,143,19305
7756,cr1_0970p_00005.cbf,474,607,234,384,133,150,19950
7757,cr1_0970p_00006.cbf,485,598,240,368,113,128,14464
7758,cr1_0970p_00007.cbf,483,598,241,370,115,129,14835
7759,cr1_0970p_00008.cbf,482,600,239,369,118,130,15340
7760,cr1_0971p_00001.cbf,475,609,226,378,134,152,20368
7761,cr1_0971p_00002.cbf,476,607,234,384,131,150,19650
7762,cr1_0971p_00003.cbf,473,607,231,382,134,151,20234
7763,cr1_0971p_00004.cbf,485,601,239,370,116,131,15196
7764,cr1_0971p_00005.cbf,483,596,241,374,113,133,15029
7765,cr1_0971p_00006.cbf,484,597,239,370,113,131,14803
7766,cr1_0971p_00007.cbf,482,600,240,369,118,129,15222
7767,cr1_0971p_00008.cbf,485,601,240,368,116,128,14848
7768,cr1_0972p_00001.cbf,484,599,237,368,115,131,15065
7769,cr1_0972p_00002.cbf,473,609,233,384,136,151,20536
7770,cr1_0972p_00003.cbf,473,609,233,384,136,151,20536
7771,cr1_0972p_00004.cbf,475,607,233,387,132,154,20328
7772,cr1_0972p_00005.cbf,470,609,235,382,139,147,20433
7773,cr1_0972p_00006.cbf,482,598,240,369,116,129,14964
7774,cr1_0972p_00007.cbf,484,599,239,369,115,130,14950
7775,cr1_0972p_00008.cbf,475,608,231,377,133,146,19418
7776,cr1_0973p_00001.cbf,484,599,239,371,115,132,15180
